Incident Number,Date,Hour,Location (Zipcode),Initial Service Type,Incident Type,Force Type,Citizen Arrested,Citizen Sent to Hospital,Citizen Injured,Citizen Death,Citizen Injury Types,Officer Sent to Hospital,Officer Injured,Allegations and Findings,Citizen Demographics,Officer Demographics
24543,11/02/2019,22,23502,Narcotics,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 35)","(White, Male, 38, 3); (White, Male, 34, 9); (White, Male, 31, 0); (White, Male, 28, 4); (White, Male, 21, 0); (White, Male, 44, 11)"
24551,11/04/2019,18,23518,Assault/Disorderly Subj,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact., TARP",Yes,Yes,No,No,,No,No,,"(Amer Indian, Male, 31)","(White, Male, 25, 2); (White, Male, 26, 1); (White, Male, 41, 3); (White, Female, 24, 0)"
24559,11/05/2019,16,23518,Other,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(White, Male, 18)","(Black, Male, 51, 1)"
24560,11/06/2019,2,23503,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,Other Injury/Condition,No,Yes,,"(, Male, 24)","(White, Male, 25, 2); (White, Male, 25, 2); (White, Male, 26, 1); (White, Male, 36, 4)"
24567,11/06/2019,18,23518,Medical Assistance,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",No,Yes,No,No,Other Injury/Condition,No,No,,"(White, Male, 20)","(White, Male, 25, 2); (White, Male, 25, 2)"
24572,11/07/2019,16,23510,Trespassing,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Male, 24)","(White, Male, 29, 2)"
24576,10/23/2019,2,23517,Accident Investigation,Use of force,TARP,Yes,Yes,No,No,,No,No,,"(Black, Female, 27)","(White, Male, 28, 1); (Unknown, Unknown, 24, 2)"
24590,11/10/2019,11,23503,Domestic Disturbance,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(White, Female, 21)","(White, Male, 27, 4); (White, Male, 36, 13)"
24596,11/11/2019,1,23509,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 30)","(White, Male, 27, 1); (White, Male, 26, 3)"
24597,11/11/2019,1,23513,Pursuit,Use of force,Hard Hand Control Tact.,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 19)","(White, Male, 25, 2); (White, Male, 26, 1)"
24598,11/11/2019,13,23502,Pursuit,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact., ECW",Yes,No,No,No,,No,No,,"(Black, Male, 23)","(White, Male, 21, 0); (White, Male, 34, 9); (White, Male, 38, 10)"
24605,11/13/2019,0,23504,Other,Use of force,TARP,Yes,Yes,No,No,,No,No,,"(Black, Female, 23)","(White, Male, 59, 2); (White, Male, 25, 0); (White, Female, 27, 5); (Unknown, Unknown, , )"
24611,11/13/2019,11,23505,Psychiatric,Use of force,Empty/Soft Hand Control,No,Yes,No,No,,No,No,,"(White, Male, 30)","(White, Female, 26, 3); (Black, Male, 30, 4); (Asian, Male, 41, 17)"
24614,11/13/2019,22,23503,Service Call,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,No,No,,No,Yes,,"(Unknown, Male, 28)","(White, Male, 41, 3); (White, Female, 24, 0)"
24625,11/09/2019,10,23502,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Exonerated); (Civil Rights Violation, Exonerated); (Civil Rights Violation, Exonerated)",,"(White, Male, 25, 1); (White, Female, 23, 1)"
24631,11/15/2019,14,23504,Person w/ Weapon,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,Yes,Yes,No,Other Injury/Condition,Yes,Yes,,"(Black, Male, 19)","(White, Male, 51, 12); (Black, Male, 29, 1); (Unknown, Male, 31, 4)"
24632,11/15/2019,9,23518,Psychiatric,Use of force,Empty/Soft Hand Control,No,Yes,No,No,,No,No,,"(Black, Male, 41)","(White, Male, 25, 2); (White, Male, 37, 12)"
24635,11/13/2019,5,23504,Suspicious Situation,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(Black, Male, 31)","(White, Male, 30, 2); (Black, Male, 24, 1)"
24652,11/18/2019,0,23504,Traffic Stop,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 35)","(White, Male, 30, 5); (White, Male, 23, 1)"
24656,11/18/2019,,23510,Pursuit,Use of force,Hard Hand Control Tact.,Yes,No,Yes,No,,No,No,,"(Black, Male, 50)","(White, Male, 27, 3)"
24657,11/18/2019,13,23505,Service Call,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 53)","(White, Male, 36, 10)"
24675,11/19/2019,20,23502,Other,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(White, Male, 32)","(White, Male, 41, 7); (White, Male, 34, 8)"
24690,11/21/2019,13,23504,Non-Violent Felony,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 16)","(White, Male, 34, 12); (White, Male, 28, 2); (Unknown, Female, 28, 4)"
24692,11/22/2019,1,23504,Trespassing,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,Yes,,"(Black, Male, 24)","(Black, Male, 56, 29); (Black, Male, 25, 3)"
24701,11/23/2019,4,23505,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 17)","(White, Male, 26, 3)"
24702,11/23/2019,4,23505,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 17)","(White, Male, 27, 1)"
24716,11/24/2019,0,23505,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 31)","(White, Male, 34, 5)"
24718,11/24/2019,23,23505,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 32)","(Unknown, Female, 28, 2)"
24719,11/23/2019,22,23510,Officer Initiated Event,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,No,No,,No,No,,"(White, Male, 43)","(White, Male, 34, 1); (White, Male, 41, 14)"
24720,11/17/2019,19,23518,,Citizen Complaint,,No,No,No,No,,No,No,"(Harassment, Unfounded)",,"(White, Female, 43, 1)"
24725,11/23/2019,19,23510,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated); (Courtesy, Unsubstantiated); (Courtesy, Substantiated); (Biased Based Policing, Unfounded); (Biased Based Policing, Unfounded); (Biased Based Policing, Unfounded)",,"(White, Male, 30, 2); (White, Male, 29, 8); (White, Male, 40, 11)"
24726,11/24/2019,11,,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated)",,"(White, Male, 52, 21)"
24727,11/25/2019,22,23510,Other,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 42)","(Black, Female, 25, 3); (Unknown, Male, 39, 6)"
24736,11/25/2019,20,23507,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Personnel Administrative Policies Manual, Substantiated)",,"(Black, Female, 34, 2)"
24738,11/26/2019,14,23504,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Male, 13)","(White, Male, 44, 11)"
24745,11/27/2019,7,23503,Domestic Disturbance,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 23)","(White, Male, 31, 7); (White, Female, 32, 4)"
24749,11/27/2019,12,23518,Psychiatric,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Female, 50)","(White, Male, 27, 4); (White, Male, 34, 0)"
24751,11/27/2019,20,23513,Other,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Male, 15)","(White, Male, 23, 1); (White, Male, 26, 1)"
24753,11/28/2019,23,23503,Psychiatric,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,Yes,,"(White, Male, )","(White, Male, 26, 1)"
24762,11/29/2019,17,23508,Person w/ Weapon,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Male, 13)","(White, Male, 29, 1); (Asian, Male, 23, 1)"
24763,11/29/2019,23,23513,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(White, Male, 54)","(White, Male, 29, 2); (White, Male, 34, 10)"
24767,12/01/2019,17,23502,Psychiatric,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(White, Female, 17)","(White, Male, 38, 3); (White, Male, 29, 8); (White, Male, 31, 0)"
24770,12/02/2019,0,23504,Officer Initiated Event,Use of force,Hard Hand Control Tact.,Yes,No,No,No,,No,No,,"(Black, Male, 30)","(White, Male, 30, 5); (Black, Male, 24, 0)"
24783,11/27/2019,,23510,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated)",,"(White, Male, 30, 6)"
24795,12/04/2019,10,23504,Service Call,Use of force,Hard Hand Control Tact.,Yes,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 20)","(White, Male, 30, 5); (White, Male, 23, 1); (Asian, Male, 34, 9)"
24805,12/04/2019,22,23523,Trespassing,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 33)","(White, Male, 28, 2); (White, Male, 26, 3); (Black, Male, 56, 29); (Black, Male, 25, 3)"
24806,12/04/2019,22,23502,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,Yes,,"(Black, Female, 27)","(Black, Male, 56, 29); (Black, Male, 25, 3)"
24807,12/04/2019,7,23503,Assault/Disorderly Subj,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,No,No,,No,No,,"(White, Female, 21)","(White, Male, 27, 5); (White, Male, 47, 23)"
24810,11/18/2019,,,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated); (Fail to Provide Police Services, Unsubstantiated)",,"(White, Male, 34, 8)"
24811,12/04/2019,22,23510,Service Call,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(White, Male, 37)","(White, Male, 29, 3); (White, Male, 22, 0); (White, Male, 29, 8); (White, Female, 57, 15); (Unknown, Male, 39, 6); (Unknown, Male, 31, 4)"
24812,12/05/2019,21,23504,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 29)","(White, Male, 29, 2); (Unknown, Male, 39, 6)"
24816,12/04/2019,14,23510,Officer Initiated Event,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 20)","(White, Male, 25, 2); (White, Male, 41, 3)"
24817,12/05/2019,20,23502,Violent Felony,Use of force,Hard Hand Control Tact.,Yes,No,No,No,,No,No,,"(Black, Male, 31)","(White, Male, 32, 7); (White, Male, 23, 2)"
24819,11/12/2019,21,,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unfounded); (Fail to Provide Police Services, Unfounded); (Excessive Force, Unfounded); (Excessive Force, Unfounded)",,"(White, Male, 27, 3); (White, Female, 44, 2)"
24828,12/06/2019,21,23507,Psychiatric,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",No,No,No,No,,No,No,,"(Black, Male, 22)","(White, Male, 27, 4); (White, Male, 31, 7)"
24829,12/07/2019,2,23502,Other,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,,No,No,,"(Black, Male, 23)","(White, Male, 43, 0); (White, Male, 21, 0); (White, Male, 47, 12); (Black, Female, 47, 19); (Black, Female, 37, 15); (Black, Male, 48, 19); (Black, Male, 39, 13); (Black, Male, 30, 2); (Unknown, Male, 31, 4); (Hispanic, Male, 44, 23)"
24830,12/06/2019,14,23504,Other,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact., ECW",Yes,Yes,No,No,,No,Yes,,"(Black, Female, 37)","(White, Male, 33, 1); (Unknown, Female, 28, 2)"
24832,12/07/2019,14,23510,Service Call,Use of force,Hard Hand Control Tact.,Yes,No,No,No,,No,No,,"(Black, Female, 25)","(Black, Male, 39, 1)"
24836,12/08/2019,20,23517,Accident Investigation,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(Black, Male, 31)","(White, Female, 24, 0); (Hispanic, Male, 37, 11)"
24839,12/08/2019,19,23518,Assault/Disorderly Subj,Use of force,TARP,Yes,No,No,No,,No,No,,"(Black, Male, 16)","(White, Male, 32, 0); (White, Male, 45, 9); (Black, Male, 52, 23); (Black, Male, 39, 13)"
24851,12/09/2019,17,23510,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 31)","(White, Male, 25, 1)"
24853,12/09/2019,22,23513,Violent Felony,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,,No,No,,"(Black, Male, 34)","(White, Male, 29, 2); (White, Male, 29, 1); (White, Male, 24, 1)"
24871,12/03/2019,16,23513,Assault/Disorderly Subj,Use of force,"Empty/Soft Hand Control, TARP",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Female, 28)","(White, Male, 25, 1); (White, Male, 26, 0); (White, Female, 24, 3); (Black, Male, 39, 1); (Unknown, Unknown, , )"
24875,12/11/2019,16,23523,Trespassing,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,Other Injury/Condition,No,No,,"(Black, Male, 19)","(Black, Male, 56, 29); (Black, Male, 25, 3)"
24876,12/11/2019,21,23523,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 18)","(White, Male, 26, 3); (White, Male, 39, 14)"
24878,12/11/2019,23,23502,Traffic Stop,Use of force,TARP,Yes,No,No,No,,No,No,,"(Black, Male, 26)","(White, Male, 47, 12); (White, Male, 33, 11)"
24883,12/13/2019,15,23517,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 13)","(Black, Male, 56, 22)"
24884,12/13/2019,18,23509,Traffic Stop,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,Yes,,"(Black, Male, 29)","(White, Male, 26, 3)"
24894,12/14/2019,21,23523,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,Other Injury/Condition,No,No,,"(Black, Female, 26)","(White, Male, 24, 2); (Unknown, Male, 31, 4)"
24903,12/16/2019,11,23504,Officer Initiated Event,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Female, 13)","(White, Male, 29, 7); (White, Male, 34, 11)"
24907,12/17/2019,12,23510,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 23)","(White, Male, 47, 12); (Black, Male, 28, 2)"
24908,12/17/2019,1,23510,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(White, Male, 23)","(White, Male, 25, 4); (Black, Male, 25, 2); (Black, Male, 25, 2); (Black, Male, 28, 2)"
24914,11/03/2019,1,23510,Assault/Disorderly Subj,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",No,No,No,No,,No,Yes,,"(White, Male, 29); (Hispanic, Male, 30)","(White, Male, 28, 4); (White, Female, 24, 3)"
24919,12/18/2019,6,23513,Other,Use of force,ECW,No,No,No,No,,No,No,,,"(White, Male, 38, 11)"
24921,11/17/2019,,23518,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Excessive Force, Unfounded); (Civil Rights Violation, Unfounded)",,"(White, Male, 27, 3)"
24927,12/18/2019,12,23320,Violent Felony,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 31)","(White, Male, 31, 8); (White, Male, 23, 2)"
24929,12/18/2019,9,23518,Person w/ Weapon,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 17)","(White, Female, 32, 1); (Black, Female, 48, 11); (Black, Male, 21, 0)"
24932,12/18/2019,21,23504,Traffic Stop,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 32)","(White, Male, 27, 2); (White, Male, 26, 3)"
24950,12/21/2019,3,23502,Domestic Disturbance,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 38)","(White, Male, 31, 7)"
24955,12/21/2019,23,23502,Prisoner Transport,Use of force,"Empty/Soft Hand Control, TARP",Yes,No,No,No,,No,No,,"(Black, Female, 18)","(White, Male, 47, 12); (White, Female, 23, 1); (Hispanic, Male, 44, 23)"
24965,12/21/2019,4,23518,Service Call,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,Other Injury/Condition,No,No,,"(Black, Male, 33)","(White, Male, 40, 2); (White, Male, 25, 3)"
24966,12/23/2019,13,23513,Service Call,Use of force,Hard Hand Control Tact.,Yes,No,No,No,,No,No,,"(Black, Male, 21)","(White, Male, 31, 3); (White, Male, 27, 3)"
24974,12/24/2019,14,23503,Service Call,Use of force,"Empty/Soft Hand Control, TARP",Yes,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 15)","(White, Male, 28, 2); (White, Male, 29, 6)"
24975,12/24/2019,13,23505,Traffic Stop,Use of force,Hard Hand Control Tact.,Yes,No,No,No,,Yes,Yes,,"(Black, Male, 28)","(White, Male, 27, 3)"
24979,12/25/2019,2,23513,Suspicious Situation,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,Yes,Yes,No,Other Injury/Condition,Yes,Yes,,"(Black, Male, 25); (Black, Female, 23)","(White, Male, 25, 2); (White, Male, 25, 2); (White, Male, 23, 1); (Unknown, Male, 27, 4)"
24983,12/25/2019,12,23502,Domestic Disturbance,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(Black, Male, )","(Black, Male, 55, 27); (Black, Male, 27, 0)"
25008,12/27/2019,23,23517,Officer Initiated Event,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Male, 40)","(White, Male, 22, 0); (White, Male, 25, 0)"
25009,12/27/2019,18,23513,Psychiatric,Use of force,Empty/Soft Hand Control,No,Yes,No,No,,No,Yes,,"(Black, Female, 34)","(White, Male, 48, 12); (Black, Female, 21, 2)"
25015,12/29/2019,1,23502,Suspicious Situation,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,Yes,,"(Black, Male, 19)","(White, Male, 34, 9); (White, Male, 38, 3); (White, Male, 38, 10); (White, Male, 28, 4); (White, Male, 29, 8); (White, Male, 22, 0); (White, Male, 31, 0); (Black, Male, 25, 2)"
25021,12/27/2019,23,,,Citizen Complaint,,No,No,No,No,,No,No,"(Excessive Force, Exonerated); (Excessive Force, Exonerated); (Civil Rights Violation, Exonerated); (Civil Rights Violation, Exonerated); (Biased Based Policing, Unsubstantiated); (Biased Based Policing, Unsubstantiated); (Failure to Activate BWC, Substantiated); (Policy Violation: General Order - Operational, Substantiated); (Policy Violation: General Order - Operational, Substantiated)",,"(White, Male, 22, ); (White, Male, 25, )"
25037,12/31/2019,11,23502,Suspicious Situation,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 23)","(White, Male, 29, 6); (Asian, Male, 28, 7)"
25042,01/01/2020,11,23513,Trespassing,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Female, 26)","(White, Male, 38, 13)"
25043,01/01/2020,16,23513,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 27)","(White, Male, 25, 2); (White, Male, 41, 0); (Black, Male, 25, 2); (Unknown, Male, 27, 4)"
25050,01/01/2020,12,23504,Traffic Stop,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Male, 20)","(Black, Male, 56, 29); (Black, Male, 25, 3)"
25058,01/01/2020,12,23502,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated); (Courtesy, Unsubstantiated)",,"(Black, Female, 59, 3); (Black, Male, 54, 22)"
25059,01/02/2020,11,23503,Narcotics,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Male, 14)","(White, Male, 27, 3)"
25069,01/03/2020,13,23510,Trespassing,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 21)","(White, Male, 29, 2); (White, Male, 23, 3); (White, Male, 42, 12)"
25081,01/03/2020,20,23523,Service Call,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Male, 20)","(White, Male, 28, 4); (White, Male, 38, 11); (Black, Male, 29, 2)"
25083,12/31/2019,23,23510,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Hispanic, Male, 24)","(White, Male, 29, 6); (Asian, Male, 28, 5)"
25084,12/31/2019,19,23507,Psychiatric,Use of force,Empty/Soft Hand Control,No,Yes,No,No,,No,No,,"(White, Male, )","(White, Male, 34, 1); (White, Male, 26, 0); (White, Male, 37, 13)"
25090,01/04/2020,7,23513,Person w/ Weapon,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 54)","(White, Male, 28, 5); (White, Male, 31, 6); (White, Male, 48, 13)"
25091,01/04/2020,13,23503,Violent Felony,Use of force,TARP,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 25)","(White, Male, 31, 7)"
25092,01/04/2020,13,23504,Pursuit,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,Other Injury/Condition,No,No,,"(Black, Male, 31)","(White, Male, 29, 3); (Unknown, Male, 28, 5)"
25097,01/05/2020,14,23503,Medical Assistance,Use of force,Empty/Soft Hand Control,No,Yes,No,No,,No,No,,"(Black, Female, 26)","(White, Male, 28, 4); (White, Female, 26, 3)"
25098,01/05/2020,20,23523,Other,Use of force,TARP,Yes,No,No,No,,No,No,,"(Black, Female, 39)","(White, Male, 35, 6); (Black, Female, 26, 2); (Black, Male, 27, 0)"
25104,01/06/2020,12,23504,Report,Use of force,Empty/Soft Hand Control,No,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Female, 14)","(White, Male, 31, 0)"
25108,01/06/2020,14,23503,Accident Investigation,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,Yes,Yes,No,Other Injury/Condition,No,Yes,,"(Black, Female, 36)","(White, Male, 29, 6); (White, Male, 24, 2); (White, Female, 26, 2)"
