Blunt Object,Category of Force Event - Measured at Event Level,Disposition/Custody,DOW,Firearm,Firearm - Implied,Firearm - Replica,Force Applied - 1,Force Applied - 2,Force Applied - 3,Force Applied - 4,Force Applied - 5,Force Applied - 6,Force Applied - 7,Force Applied - 8,Hour (6Hr),Initial Call Category,Initial Call type,Knife / Edged Weapon / Stabbing Instrument,"Mental Health Crisis - Prior to Force, Perceived Lack of Compliance",Month,Needle / Spit / Bodily Fluids,No weapon (unarmed),Officer,Officer Precinct,Officer Tenure,Other Weapon,Record ID,Subject,Subject - Race,Subject - Sex,Subject - Transient,Subject Age,Subject Instance,Subject Resistance - 1,Subject Resistance - 2,Subject Resistance - 3,Subject Resistance - 4,Subject Resistance - 5,Subject Resistance - 6,Subject Resistance - 7,Subject Resistance - 8,Type of Call,"Under the Influence of Alcohol - Prior to Force, Perceived Condition","Under the Influence of Drugs - Prior to Force, Perceived Condition",Weapon Present or reported but not used or threatened use,Year,Record Count,Record Count
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,,,,,,0000-0559,Escape/Pursuit,ELUDE - NOT IN PURSUIT,,,June,,No weapon (unarmed),406181,EAST,7,,372587121,530688,Black,Male,No,34,373117809,Active,,,,,,,,Self-Initiated,,,,2024,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - COLD,,No,November,,No weapon (unarmed),1056249,East Precinct,10,,605519283,3855199,White,Male,No,42,609374482,Aggressive,,,,,,,,Dispatched,,Yes,,2017,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - COLD,,No,November,,No weapon (unarmed),1064150,East Precinct,11,,605519283,3855199,White,Male,No,42,609374482,Active,,,,,,,,Dispatched,,Yes,,2017,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,,,,,,0000-0559,Welfare Check,WELFARE CHECK - COLD,,No,November,,No weapon (unarmed),742919,East Precinct,14,,605519283,3855199,White,Male,No,42,609374482,Aggressive,,,,,,,,Dispatched,,Yes,,2017,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,,,,,,0600-1159,Assist,ASSIST - CITIZEN OR AGENCY,,,October,,No weapon (unarmed),944039,Detectives,20,,352529231,3892984,White,Male,Yes,41,356422215,Aggressive,,,,,,,,Self-Initiated,,,,2018,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,,,,,,0600-1159,Assist,ASSIST - CITIZEN OR AGENCY,,,October,,No weapon (unarmed),365178,Detectives,26,,352529231,3892984,White,Male,Yes,41,356422215,Aggressive,,,,,,,,Self-Initiated,,,,2018,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,,,,,,0600-1159,Assist,ASSIST - CITIZEN OR AGENCY,,,October,,No weapon (unarmed),629708,Detectives,28,,352529231,3892984,White,Male,Yes,41,356422215,Aggressive,,,,,,,,Self-Initiated,,,,2018,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,,,,,,0600-1159,Subject Stop,PERSON CONTACT (86),,,March,,No weapon (unarmed),514690,East Precinct,16,,380556321,391601,White,Male,Yes,42,380947922,Active,Null,,,,,,,Self-Initiated,,,,2021,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,,,,,,1200-1759,Collision,ACCIDENT - INJURY,,,June,,No weapon (unarmed),915631,East Precinct,8,,559537543,287417,White,Male,No,75,559824960,Active,,,,,,,,Dispatched,Yes,,,2019,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,,,,,,1200-1759,Collision,ACCIDENT - INJURY,,,June,,No weapon (unarmed),413579,East Precinct,23,,559537543,287417,White,Male,No,75,559824960,Active,,,,,,,,Dispatched,Yes,,,2019,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,,,,,,1200-1759,Stolen Vehicle,VEHICLE RECOVERED,,,January,,No weapon (unarmed),797919,CENTRAL,22,,961585757,421263,White,Male,Yes,28,962007020,Active,,,,,,,,Self-Initiated,,,,2024,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,,,,,,1200-1759,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,August,,No weapon (unarmed),855830,Central Precinct,8,,846518526,3456353,White,Male,Yes,28,849974879,Active,,,,,,,,Self-Initiated,,,,2017,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,,,,,,1800-2359,Assist,ASSIST - CITIZEN OR AGENCY,,,October,,No weapon (unarmed),746120,East Precinct,16,,304568550,4176393,Asian,Male,No,23,308744943,Aggressive,,,,,,,,Self-Initiated,,,,2022,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,July,Needle / Spit / Bodily Fluids,,1009642,CENTRAL,3,,876587596,4208005,White,Female,No,41,880795601,Active,,,,,,,,Dispatched,Yes,,,2024,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,July,Needle / Spit / Bodily Fluids,,223572,CENTRAL,4,,876587596,4208005,White,Female,No,41,880795601,Active,,,,,,,,Dispatched,Yes,,,2024,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,,April,,,1012542,Training,1,,168556819,4198224,Hispanic,Male,Yes,27,172755043,Active,Null,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2021,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,,,Null,,,0600-1159,Behavioral Health,ECIT,,,December,,,514690,EAST,18,Metal pipe,727568925,3818752,White,Male,No,38,731387677,Active,Null,Null,Null,Null,Null,Null,,Dispatched,,Yes,,2022,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,,,Null,,,0600-1159,Behavioral Health,ECIT,,,December,,,777220,TRAINING,15,Metal pipe,727568925,3818752,White,Male,No,38,731387677,Active,Null,Null,Null,Null,Null,Null,,Dispatched,,Yes,,2022,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,Control Against Resistance,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,June,,No weapon (unarmed),241472,NORTH,3,,537577173,1070019,White,Male,Yes,26,538647192,Active,Active,,,,,,,Dispatched,,,,2023,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,Control Against Resistance,,,,,0000-0559,Domestic Violence,DISTURBANCE - DOMESTIC - PRIORITY,,,January,,,910631,NORTH,11,,810575705,4272760,Hispanic,Male,No,27,814848465,Active,Active,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,2023,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,Control Against Resistance,,,,,1200-1759,Stolen Vehicle,VEHICLE RECOVERED,,,January,,No weapon (unarmed),134662,CENTRAL,2,,961585757,421263,White,Male,Yes,28,962007020,Active,Active,,,,,,,Self-Initiated,,,,2024,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,Resisted HC,,,,,0000-0559,Domestic Violence,DISTURBANCE - DOMESTIC - PRIORITY,,,January,,,241472,NORTH,3,,810575705,4272760,Hispanic,Male,No,27,814848465,Active,Active,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,2023,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,Resisted HC,,,,,0000-0559,Domestic Violence,DISTURBANCE - DOMESTIC - PRIORITY,,,January,,,924741,NORTH,10,,810575705,4272760,Hispanic,Male,No,27,814848465,Active,Active,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,2023,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,Resisted HC,,Null,,,0600-1159,Behavioral Health,ECIT,,,December,,,1090651,EAST,11,Metal pipe,727568925,3818752,White,Male,No,38,731387677,Active,Active,Null,Null,Null,Null,Null,,Dispatched,,Yes,,2022,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,,Strikes/kicks,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,June,,No weapon (unarmed),1003139,NORTH,24,,537577173,1070019,White,Male,Yes,26,538647192,Active,Active,,,,,,,Dispatched,,,,2023,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,,Control Against Resistance,Control Against Resistance,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,August,,No weapon (unarmed),327581,CENTRAL,8,,42577698,1324342,White,Male,No,24,43902040,Active,Active,Active,,,,,,Dispatched,,,,2023,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Control Against Resistance,,,,,,,0000-0559,Assault,ASSAULT - PRIORITY,,,December,Needle / Spit / Bodily Fluids,,562201,East Precinct,2,,440539912,325815,Black,Male,Yes,31,440865727,Active,Active,,,,,,,Dispatched,Yes,,,2019,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Control Against Resistance,,,,,,,0600-1159,Assist,ASSIST - CITIZEN OR AGENCY,,,October,,No weapon (unarmed),496288,Detectives,25,,352529231,3892984,White,Male,Yes,41,356422215,Aggressive,Aggressive,,,,,,,Self-Initiated,,,,2018,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Control Against Resistance,,,,,,,0600-1159,Stolen Vehicle,VEHICLE RECOVERED,,,September,,,501691,Central Precinct,8,,628548514,4029011,White,Male,Yes,30,632577525,Aggressive,Active,,,,,,,Self-Initiated,,Yes,Weapon Present or reported but not used or threatened use,2020,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Control Against Resistance,,,,,,,0600-1159,Subject Stop,PERSON CONTACT (86),,,March,,No weapon (unarmed),179060,East Precinct,15,,380556321,391601,White,Male,Yes,42,380947922,Active,Active,,,,,,,Self-Initiated,,,,2021,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Control Against Resistance,Control Against Resistance,,,,,,1200-1759,Behavioral Health,ECIT,,,March,,No weapon (unarmed),256472,Central Precinct,0,,883546516,4018104,White,Male,Yes,35,887564620,Active,Active,Aggressive,,,,,,Dispatched,,,,2020,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Control Against Resistance,Control Against Resistance,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,,April,,,981341,Central Precinct,2,,168556819,4198224,Hispanic,Male,Yes,27,172755043,Active,Active,Active,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2021,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Control Against Resistance,Control Against Resistance,Resisted HC,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,July,Needle / Spit / Bodily Fluids,,1019642,PERSONNEL,3,,876587596,4208005,White,Female,No,41,880795601,Active,Active,Active,Active,,,,,Dispatched,Yes,,,2024,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Control Against Resistance,Resisted HC,,,,,,1200-1759,Stolen Vehicle,VEHICLE RECOVERED,,,January,,,1031451,Central Precinct,0,,677545684,621740,White,Male,Yes,25,678167424,Active,Active,Active,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2020,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Control Against Resistance,Strikes/kicks,Resisted HC,,,,,1800-2359,Assist,ASSIST - CITIZEN OR AGENCY,,,October,,No weapon (unarmed),321971,East Precinct,12,,304568550,4176393,Asian,Male,No,23,308744943,Aggressive,Aggressive,Aggressive,Active,,,,,Self-Initiated,,,,2022,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Control Against Resistance,Takedown (II and III),Resisted HC,Takedown (II and III),Control Against Resistance,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),777121,East Precinct,4,,403549451,1748847,White,Female,No,17,405298298,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,,,Dispatched,,,,2020,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Hobble,,,,,,,0000-0559,Burglary,BURGLARY - PRIORITY *H,,,April,,No weapon (unarmed),910731,North Precinct,6,,128536999,436294,Black,Male,Yes,30,128973293,Active,Aggressive,,,,,,,Dispatched,Yes,,,2019,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,PFA,Control Against Resistance,Takedown (II and III),Resisted HC,,,,0600-1159,Subject Stop,PERSON CONTACT (86),,,March,,No weapon (unarmed),672710,East Precinct,18,,380556321,391601,White,Male,Yes,42,380947922,Active,Active,Active,Active,Active,,,,Self-Initiated,,,,2021,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Resisted HC,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,June,,No weapon (unarmed),892030,East Precinct,16,,988557447,4150005,Black,Female,No,21,992707452,Active,Active,Null,,,,,,Dispatched,Yes,,,2021,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Resisted HC,,,,,,,0000-0559,Vice,"VICE-DRUGS, LIQUOR, PROSTITUTION, GAMBLING",,,December,,No weapon (unarmed),867330,East Precinct,10,,718519785,574755,Asian,Male,Yes,21,719094540,Active,Active,,,,,,,Dispatched,,Yes,,2017,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Resisted HC,,,,,,,0600-1159,Alarm,ALARM - AUDIBLE,,,November,,No weapon (unarmed),372179,Central Precinct,21,,538548993,4021196,White,Male,Yes,46,542570189,Active,Active,,,,,,,Dispatched,,,,2020,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Resisted HC,,,,,,,0600-1159,Stolen Vehicle,VEHICLE RECOVERED,,,September,,,1020641,Central Precinct,9,,628548514,4029011,White,Male,Yes,30,632577525,Active,Active,,,,,,,Self-Initiated,,Yes,Weapon Present or reported but not used or threatened use,2020,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Resisted HC,,,,,,,0600-1159,TriMet,TRIMET INCIDENT - COLD,,,February,,,669512,North Precinct,1,Biting,111556178,1813173,Black,Female,Yes,39,113369351,Active,Active,,,,,,,Dispatched,,,,2021,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Resisted HC,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,July,,,131662,East Precinct,0,,541567553,369428,Black,Female,Yes,28,541936981,Active,Active,Null,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2022,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Resisted HC,,,,,,,1200-1759,Other,TARGETED PATROL,,No,January,,No weapon (unarmed),1048550,DVD,16,,53532478,8463193,Black,Male,No,24,61995671,Active,Active,,,,,,,Self-Initiated,,,,2018,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Resisted HC,,,,,,,1200-1759,Stolen Vehicle,VEHICLE RECOVERED,,,January,,,265570,Central Precinct,18,,677545684,621740,White,Male,Yes,25,678167424,Active,Active,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2020,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Resisted HC,,,,,,,1200-1759,Traffic Stop,TRAFFIC STOP,,,May,,No weapon (unarmed),1115448,Traffic,23,,502527392,404785,White,Male,No,24,502932177,Active,Aggressive,,,,,,,Self-Initiated,,Yes,,2018,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Resisted HC,Resisted HC,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,July,,,731419,East Precinct,21,,541567553,369428,Black,Female,Yes,28,541936981,Active,Active,Active,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2022,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Resisted HC,Takedown (II and III),Resisted HC,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,July,,,991239,East Precinct,21,,541567553,369428,Black,Female,Yes,28,541936981,Active,Active,Active,Active,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2022,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,CEW,Resisted HC,,0000-0559,Vice,"VICE-DRUGS, LIQUOR, PROSTITUTION, GAMBLING",,,December,,No weapon (unarmed),1056249,East Precinct,10,,718519785,574755,Asian,Male,Yes,21,719094540,Active,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Active,,Dispatched,,Yes,,2017,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Takedown (II and III),,,,,,,0600-1159,Subject Stop,PERSON CONTACT (86),,,September,,No weapon (unarmed),843231,,3,,687548584,3669202,White,Male,Yes,28,691217786,Active,Active,,,,,,,Self-Initiated,,Yes,,2020,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Takedown (II and III),Control Against Resistance,,,,,,0000-0559,Admin,"PROPERTY LOST, FOUND, RECOVERED",,,August,,No weapon (unarmed),775521,Central Precinct,12,,439568022,1897048,Black,Male,Yes,24,441465070,Aggressive,Aggressive,Active,,,,,,Dispatched,,Yes,,2022,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Takedown (II and III),Control Against Resistance,,,,,,0000-0559,Vandalism,VANDALISM - PRIORITY,,,September,,No weapon (unarmed),275971,Central Precinct,5,,157568089,3582093,White,Male,Yes,37,161150182,Active,Aggressive,Aggressive,,,,,,Dispatched,Yes,Yes,,2022,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Takedown (II and III),Control Against Resistance,Hobble,,,,,0000-0559,Vandalism,VANDALISM - PRIORITY,,,September,,No weapon (unarmed),861531,Central Precinct,13,,157568089,3582093,White,Male,Yes,37,161150182,Active,Aggressive,Aggressive,Aggressive,,,,,Dispatched,Yes,Yes,,2022,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Takedown (II and III),Control Against Resistance,Takedown (II and III),Control Against Resistance,Resisted HC,,,1200-1759,Stolen Vehicle,VEHICLE RECOVERED,,,January,,,972240,Central Precinct,12,,677545684,621740,White,Male,Yes,25,678167424,Active,Active,Active,Active,Active,Active,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2020,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Takedown (II and III),Resisted HC,,,,,,0600-1159,Subject Stop,PERSON CONTACT (86),,,May,,No weapon (unarmed),439190,Central Precinct,13,,61547248,331403,Black,Male,No,38,61878651,Active,Active,Active,,,,,,Self-Initiated,,,,2020,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Takedown (II and III),Resisted HC,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,November,,,749120,East Precinct,14,,244549060,4156614,Asian,Male,No,35,248705674,Active,Active,Active,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2020,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Takedown (II and III),Resisted HC,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,November,,,991239,East Precinct,19,,244549060,4156614,Asian,Male,No,35,248705674,Active,Active,Active,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2020,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Takedown (II and III),Resisted HC,,,,,,1800-2359,Assist,ASSIST - CITIZEN OR AGENCY,,,October,,No weapon (unarmed),956741,East Precinct,10,,304568550,4176393,Asian,Male,No,23,308744943,Active,Aggressive,Active,,,,,,Self-Initiated,,,,2022,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Takedown (II and III),Resisted HC,Control Against Resistance,,,,,0000-0559,Assault,ASSAULT - PRIORITY,,,December,Needle / Spit / Bodily Fluids,,228371,East Precinct,2,,440539912,325815,Black,Male,Yes,31,440865727,Active,Active,Active,Active,,,,,Dispatched,Yes,,,2019,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Takedown (II and III),Resisted HC,Control Against Resistance,,,,,0000-0559,Assault,ASSAULT - PRIORITY,,,December,Needle / Spit / Bodily Fluids,,777121,East Precinct,3,,440539912,325815,Black,Male,Yes,31,440865727,Active,Active,Active,Active,,,,,Dispatched,Yes,,,2019,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Takedown (II and III),Resisted HC,Control Against Resistance,Hobble,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),311472,North Precinct,1,,403549451,1748847,White,Female,No,17,405298298,Active,Aggressive,Active,Aggressive,Aggressive,,,,Dispatched,,,,2020,1,1
,III,Arrest-Felony,Wednesday,,,,Control Against Resistance,Takedown (II and III),Takedown (II and III),Control Against Resistance,Control Against Resistance,,,,0600-1159,Stolen Vehicle,VEHICLE RECOVERED,,,September,,,491391,Central Precinct,1,,628548514,4029011,White,Male,Yes,30,632577525,Active,Active,Active,Active,Active,,,,Self-Initiated,,Yes,Weapon Present or reported but not used or threatened use,2020,1,1
,III,Arrest-Felony,Wednesday,,,,Kinetic Impact Projectile (KIP),,,Kinetic Impact Projectile (KIP),,,,,0600-1159,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,,November,,,441391,CENTRAL,4,,253578530,4356459,White,Male,Yes,31,257934989,Active,Active,,,,,,,Dispatched,,,,2023,1,1
,III,Arrest-Felony,Wednesday,,,,PFA,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,October,,,476388,East Precinct,25,,619539084,547748,White,Male,Yes,31,620086832,Aggressive,,,,,,,,Dispatched,,Yes,,2019,1,1
,III,Arrest-Felony,Wednesday,,,,PFA,,,,,,,,1200-1759,Other,UNDESCRIBED INCIDENT,,,October,,No weapon (unarmed),672710,East Precinct,0,,385519201,604222,White,Male,Yes,22,386123423,Passive,,,,,,,,Self-Initiated,,Yes,,2017,1,1
,III,Arrest-Felony,Wednesday,,,,PIT - VIS,,,,,,,,0000-0559,Burglary,BURGLARY - PRIORITY *H,,,May,,No weapon (unarmed),915731,EAST,10,,573576823,569449,White,Male,Yes,35,574146272,Active,,,,,,,,Dispatched,,,,2023,1,1
,III,Arrest-Felony,Wednesday,,,,PIT - VIS,,,,,,,,0000-0559,Hazard,INFORMATION FOR BROADCAST,,Yes,September,,No weapon (unarmed),923231,East Precinct,5,,400568221,4162314,White,Female,No,51,404730535,Active,,,,,,,,Self-Initiated,,,,2022,1,1
,III,Arrest-Felony,Wednesday,,,,PIT - VIS,,,,,,,,0000-0559,Shots Fired,SHOTS FIRED,,,October,,,552501,East Precinct,11,,401548861,369647,White,Female,Yes,36,401918508,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2020,1,1
,III,Arrest-Felony,Wednesday,,,,PIT - VIS,,,,,,,,0000-0559,Stolen Vehicle,VEHICLE STOLEN - PRIORITY,,,November,,No weapon (unarmed),747120,Central Precinct,15,,484558752,4193368,White,Male,Yes,36,488752120,Active,,,,,,,,Dispatched,,,,2021,1,1
,III,Arrest-Felony,Wednesday,,,,PIT - VIS,,,,,,,,0600-1159,Escape/Pursuit,ELUDE - NOT IN PURSUIT,,,November,,No weapon (unarmed),311472,EAST,4,,416578592,742800,White,Male,No,34,417321392,Active,,,,,,,,Self-Initiated,,,,2023,1,1
,III,Arrest-Felony,Wednesday,,,,PIT - VIS,,,,,,,,0600-1159,Stolen Vehicle,VEHICLE RECOVERED,,,June,,No weapon (unarmed),350681,CENTRAL,11,,429577242,585044,White,Female,Yes,26,430162286,Active,,,,,,,,Self-Initiated,,,,2023,1,1
