Master Subject ID,Subject Sex,APD Race,Subject Resistance,Subject Effects,Council District,Date Occurred,ZIP,CENSUS_TRACT,LOCATION,X_COORDINATE,Y_COORDINATE,COUNTY
315163726: 20192661624,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,09/23/2019 12:00:00 AM,78741,23.04,650 S PLEASANT VALLEY RD,3123048,10062536,1
178782499: 20192661980,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,09/23/2019 12:00:00 AM,78759,18.29,12000 N MOPAC EXPY SVRD SB,3121578,10122248,1
459855060: 20192650255,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/22/2019 12:00:00 AM,78701,11,400 E 6TH ST,3115491,10070521,1
459853885: 20192650107,F,A,DEFENSIVE RESISTANCE,MINOR INJURY,9,09/22/2019 12:00:00 AM,78701,-,50 EAST AVE,3115762,10066662,1
459211597: 20192651745,F,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,7,09/22/2019 12:00:00 AM,78758,18.49,11501 ROCK ROSE AVE,3119545,10119175,1
459796229: 20192650520,M,B,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,09/22/2019 12:00:00 AM,78752,18.11,1501 BLOCK E ANDERSON LN SVRD EB,3132939,10093797,1
459795668: 20192650155,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/22/2019 12:00:00 AM,78701,11,400 E 6TH ST,3115491,10070521,1
210437545: 20192651437,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,09/22/2019 12:00:00 AM,78702,9,2706 GONZALES ST,3124590,10068332,1
254805717: 20192651658,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,09/22/2019 12:00:00 AM,78758,18.49,11500 ROCK ROSE AVE,3119460,10119310,1
459853931: 20192651703,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,09/22/2019 12:00:00 AM,78758,18.49,11500 ROCK ROSE AVE,3119460,10119310,1
184877461: 20192650433,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/22/2019 12:00:00 AM,78705,-,E 24TH ST / SAN JACINTO BLVD,3117076,10077727,1
459853912: 20192651558,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,09/22/2019 12:00:00 AM,78741,23.16,2015 E RIVERSIDE DR,3119270,10060529,1
459846422: 20192651602,F,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,4,09/22/2019 12:00:00 AM,78758,18.20,1600 PAYTON GIN RD,3122587,10105986,1
459855059: 20192650255,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/22/2019 12:00:00 AM,78701,11,400 E 6TH ST,3115491,10070521,1
18088221: 20192651486,M,W,DEADLY RESISTANCE,DEATH,1,09/22/2019 12:00:00 AM,78754,18.34,2104 E ANDERSON LN SVRD WB,3134172,10093757,1
459367174: 20192651687,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,6,09/22/2019 12:00:00 AM,78729,204,13701 N US 183 HWY SVRD NB,3097392,10139175,2
459853844: 20192640200,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,9,09/21/2019 12:00:00 AM,78701,11,400 E 6TH ST,3115491,10070521,1
459853878: 20192641826,M,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3,09/21/2019 12:00:00 AM,78741,23.12,1901 AIRPORT COMMERCE DR,3130656,10053606,1
118883182: 20192641564,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,09/21/2019 12:00:00 AM,78758,18,8540 N LAMAR BLVD,3124795,10102565,1
255094049: 20192640445,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/21/2019 12:00:00 AM,78723,3,4600 MUELLER BLVD,3125013,10082433,1
65667819: 20192641901,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,2,09/21/2019 12:00:00 AM,78744,-,8200 S IH 35 SVRD NB,3103045,10036364,1
5016635: 20192640104,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,9,09/21/2019 12:00:00 AM,78701,-,615 SAN JACINTO BLVD,3115187,10070783,1
208342005: 20192640200,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/21/2019 12:00:00 AM,78701,11,400 E 6TH ST,3115491,10070521,1
459853837: 20192640123,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/21/2019 12:00:00 AM,78701,11,422 E 6TH ST,3115730,10070453,1
204082072: 20192640414,F,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,2,09/21/2019 12:00:00 AM,78744,24.12,2213 E STASSNEY LN,3110881,10043445,1
459853856: 20192640185,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,9,09/21/2019 12:00:00 AM,78701,11,302 E 6TH ST,3115180,10070609,1
459263544: 20192631707,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/20/2019 12:00:00 AM,78701,11,400 BLOCK E 6TH ST,3115491,10070521,1
95815695: 20192631994,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,4,09/20/2019 12:00:00 AM,78752,-,6900 ROLAND JOHNSON DR,3125070,10093847,1
458939734: 20192631104,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,5,09/20/2019 12:00:00 AM,78745,-,4430 MANCHACA RD,3099912,10056139,1
365691673: 20192632165,M,H,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,09/20/2019 12:00:00 AM,78752,15,7100 N IH 35 SVRD SB,3125614,10094452,1
213255211: 20192622113,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,1,09/19/2019 12:00:00 AM,78721,21,AIRPORT BLVD / E 12TH ST,3127641,10074266,1
201917458: 20192620796,M,W,NOT RESISTANT,NO COMPLAINT OF INJURY/PAIN,,09/19/2019 12:00:00 AM,-,-,8713 HIGH MEADOW,-,-,-
118891583: 20192621152,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,09/19/2019 12:00:00 AM,78758,18.50,12407 N MOPAC EXPY SVRD NB,3125111,10125479,1
459617754: 20192621792,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,09/19/2019 12:00:00 AM,78702,-,706 BEDFORD ST,3125517,10071790,1
459670676: 20192622025,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,09/19/2019 12:00:00 AM,78741,23,2423 TOWN LAKE CIR,3120998,10060180,1
220791426: 20192621569,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,09/19/2019 12:00:00 AM,78723,21.13,3306 VINTAGE HILLS CV,3138098,10089837,1
459503450: 20192621186,F,H,AGGRESSIVE RESISTANCE,MINOR INJURY,1,09/19/2019 12:00:00 AM,78724,-,5701 JOHNNY MORRIS RD,3142785,10080215,1
459393220: 20192621803,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,4,09/19/2019 12:00:00 AM,78752,15,7114 N IH 35 SVRD SB,3125687,10094562,1
208340080: 20192621295,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,1,09/19/2019 12:00:00 AM,78723,21,5029 MANOR RD,3131715,10081963,1
459022489: 20192621152,M,W,PREPARATORY RESISTANCE,MINOR INJURY,7,09/19/2019 12:00:00 AM,78758,18.50,12407 N MOPAC EXPY SVRD NB,3125111,10125479,1
458943856: 20192611021,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/18/2019 12:00:00 AM,78701,11,804 CONGRESS AVE,3114399,10071585,1
459791621: 20192610399,M,H,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/18/2019 12:00:00 AM,78722,3,4141 N IH 35 SVRD NB,3122463,10082366,1
15139711: 20192611536,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,2,09/18/2019 12:00:00 AM,78745,24.24,707 HUNTINGDON PL,3099732,10044024,1
317984308: 20192610008,F,W,DEFENSIVE RESISTANCE,MINOR INJURY,2,09/18/2019 12:00:00 AM,78744,24.27,2513 PATSY PKWY,3109096,10037440,1
119277496: 20192610667,F,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3,09/18/2019 12:00:00 AM,78741,23.15,1936 E OLTORF ST,3117388,10057470,1
318019444: 20192611311,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,09/18/2019 12:00:00 AM,78660,18.40,1434 W WELLS BRANCH PKWY,3137594,10134827,1
458786662: 20192611720,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,4,09/18/2019 12:00:00 AM,78753,18.04,8128 N IH 35 SVRD SB,3127901,10098807,1
459074248: 20192611223,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,09/18/2019 12:00:00 AM,78721,21.10,1114 TERRY DR,3134006,10071233,1
297015129: 20192610123,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,09/18/2019 12:00:00 AM,78752,15,916 E KOENIG LN SVRD WB,3124180,10090535,1
269751702: 20192601271,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,9,09/17/2019 12:00:00 AM,78701,11,N IH 35 SVRD SB / E 6TH ST,3116792,10070016,1
459733608: 20192601559,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,09/17/2019 12:00:00 AM,78753,18.33,9900 CHILDRESS DR,3133997,10104611,1
383059023: 20192592075,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,09/17/2019 12:00:00 AM,78721,21.11,1141 AIRPORT BLVD,3128790,10072312,1
459758673: 20192600082,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,2,09/17/2019 12:00:00 AM,78744,24.12,5600 PALO BLANCO LN,3112739,10043622,1
179437857: 20192600905,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3,09/17/2019 12:00:00 AM,78745,-,205 E BEN WHITE BLVD SVRD EB,3108490,10053535,1
315163066: 20192600082,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,2,09/17/2019 12:00:00 AM,78744,24.12,5600 PALO BLANCO LN,3112739,10043622,1
458939734: 20192600845,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/17/2019 12:00:00 AM,78701,11,E 6TH ST / RED RIVER ST,3116098,10070216,1
317984308: 20192592053,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,10,09/17/2019 12:00:00 AM,78703,16.04,2000 ROBINHOOD TRL,3103032,10081608,1
459419794: 20192600082,F,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,2,09/17/2019 12:00:00 AM,78744,24.12,5600 PALO BLANCO LN,3112739,10043622,1
459701225: 20192591965,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,2,09/16/2019 12:00:00 AM,78745,-,744 W WILLIAM CANNON DR,3100231,10045069,1
288686419: 20192591003,F,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,9,09/16/2019 12:00:00 AM,78701,-,400 BLOCK CONGRESS AVE,3113983,10070176,1
458944498: 20192591753,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,09/16/2019 12:00:00 AM,78759,17.53,9500 N MOPAC EXPY SVRD SB,3115318,10113007,1
459853067: 20192591273,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,10,09/16/2019 12:00:00 AM,78705,2,1201 W 38TH ST,3113183,10084130,1
208340080: 20192591453,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,09/16/2019 12:00:00 AM,78723,21.12,5900 MANOR RD,3133700,10085352,1
334823985: 20192590928,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,1,09/16/2019 12:00:00 AM,78753,18.33,11105 N IH 35 SVRD NB,3134207,10110025,1
459732755: 20192590587,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,2,09/16/2019 12:00:00 AM,78617,23.19,3154 E SH 71 SVRD EB,3146534,10047586,1
28705044: 20192591825,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/16/2019 12:00:00 AM,78704,13.05,1106 W OLTORF ST,3107259,10062110,1
71504281: 20192580537,M,B,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,09/15/2019 12:00:00 AM,78758,-,800 THURMOND ST,3125297,10102072,1
458943856: 20192580358,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,4,09/15/2019 12:00:00 AM,78754,18.34,CAMERON RD / E ANDERSON LN SVRD WB,3131625,10094724,1
315557699: 20192581060,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/15/2019 12:00:00 AM,78701,11,500 TRINITY ST,3115301,10070114,1
459420096: 20192580118,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,09/15/2019 12:00:00 AM,78660,-,15000 N IH 35 SVRD NB,3136496,10134361,1
459379437: 20192581953,F,W,DEFENSIVE RESISTANCE,MINOR INJURY,3,09/15/2019 12:00:00 AM,78741,-,1523 TINNIN FORD RD,3119840,10060848,1
376439057: 20192581922,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/15/2019 12:00:00 AM,78701,11,E 6TH ST / BRAZOS ST,3114741,10070624,1
218695575: 20192581677,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,5,09/15/2019 12:00:00 AM,78745,-,5801 LEWOOD DR,3096439,10051253,1
1232653: 20192581936,,,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,09/15/2019 12:00:00 AM,78753,18,GEORGIAN DR / W POWELL LN,3126131,10099946,1
459851688: 20192581831,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,09/15/2019 12:00:00 AM,78702,9,1411 E 7TH ST,3119216,10069439,1
21497238: 20192581032,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/15/2019 12:00:00 AM,78704,23,201 E OLTORF ST,3111508,10059670,1
458970207: 20192581495,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,09/15/2019 12:00:00 AM,78741,23.18,1881 GROVE BLVD,3126219,10056687,1
259260734: 20192570123,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,9,09/14/2019 12:00:00 AM,78751,3,1000 E 41ST ST,3121344,10082703,1
135311244: 20192570555,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,09/14/2019 12:00:00 AM,78701,7,LAVACA ST / W 16TH ST,3114622,10074579,1
459806069: 20192571965,F,H,DEFENSIVE RESISTANCE,MINOR INJURY,4,09/14/2019 12:00:00 AM,78753,18.23,10309 ANNIE OAKLEY TRL,3130646,10108560,1
459645788: 20192571951,F,P,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,09/14/2019 12:00:00 AM,78741,23.17,1301 CROSSING PL,3123895,10059508,1
458832249: 20192571484,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,2,09/14/2019 12:00:00 AM,78744,24.13,4800 BLOCK COPPERBEND BLVD,3115985,10045672,1
459851636: 20192571262,F,H,DEFENSIVE RESISTANCE,MINOR INJURY,4,09/14/2019 12:00:00 AM,78758,18.19,8926 N LAMAR BLVD,3127130,10104047,1
459852179: 20192570181,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/14/2019 12:00:00 AM,78701,11,314 E 6TH ST,3115291,10070580,1
459852415: 20192562279,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/14/2019 12:00:00 AM,78701,11,323 E 6TH ST,3115325,10070387,1
9181909: 20192571584,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,4,09/14/2019 12:00:00 AM,78758,18,PARKFIELD DR / PAYTON GIN RD,3123939,10105165,1
459852178: 20192570181,M,W,PASSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,9,09/14/2019 12:00:00 AM,78701,11,314 E 6TH ST,3115291,10070580,1
305858654: 20192571518,M,H,PASSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,6,09/14/2019 12:00:00 AM,78759,-,4307 ACROPOLIS CT,3116981,10123344,1
459198087: 20192562279,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,9,09/14/2019 12:00:00 AM,78701,11,323 E 6TH ST,3115325,10070387,1
459301934: 20192571801,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,09/14/2019 12:00:00 AM,78758,18.44,1811 GRACY FARMS LN,3126379,10118010,1
459599505: 20192571534,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/14/2019 12:00:00 AM,78722,4.02,2900 MANOR RD,3124404,10077490,1
459813729: 20192571477,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,2,09/14/2019 12:00:00 AM,78744,24.29,810 E SLAUGHTER LN,3104781,10031064,1
459377498: 20192562143,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,09/13/2019 12:00:00 AM,78758,18.22,10200 N LAMAR BLVD,3129214,10108662,1
168899919: 20192561392,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,1,09/13/2019 12:00:00 AM,78702,8,3004 WEBBERVILLE RD,3125142,10070530,1
459851408: 20192560832,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,2,09/13/2019 12:00:00 AM,78617,24.33,5500 ROSS RD,3152816,10037308,1
119287572: 20192562081,F,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3,09/13/2019 12:00:00 AM,78702,-,1108 E 6TH ST,3118154,10069629,1
459821786: 20192562153,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,2,09/13/2019 12:00:00 AM,78744,24.30,5700 KATYDID LN,3112881,10034266,1
459352099: 20192560404,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/13/2019 12:00:00 AM,78701,7,303 W 15TH ST,3114313,10074184,1
459851592: 20192562340,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,9,09/13/2019 12:00:00 AM,78701,11.00,901 RED RIVER ST,3116524,10071338,1
459849226: 20192550230,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,6,09/12/2019 12:00:00 AM,78727,17.45,12221 RIATA TRACE PKWY,3110470,10129126,1
459851274: 20192551906,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/12/2019 12:00:00 AM,78705,6,1009 W 26TH ST,3112426,10078903,1
459146655: 20192551004,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3,09/12/2019 12:00:00 AM,78741,23.12,1901 AIRPORT COMMERCE DR,3130656,10053606,1
333581038: 20192550076,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,4,09/12/2019 12:00:00 AM,78753,-,1044 NORWOOD PARK BLVD,3129896,10096032,1
8782149: 20192551762,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,,09/12/2019 12:00:00 AM,-,-,6920 MENCHACA RD,3094200,10046427,-
459846551: 20192551890,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,09/12/2019 12:00:00 AM,78757,18.18,2104 KENBRIDGE DR,3118991,10104266,1
288820154: 20192551810,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,9,09/12/2019 12:00:00 AM,78701,11,408 E 6TH ST,3115586,10070497,1
459516554: 20192551343,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/12/2019 12:00:00 AM,78703,16.05,1006 W 12TH ST,3111359,10074066,1
51120248: 20192540167,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,09/11/2019 12:00:00 AM,78751,21,5330 N IH 35 SVRD SB,3124538,10087177,1
182190925: 20195037430,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,09/11/2019 12:00:00 AM,78753,18,8128 N IH 35 SVRD SB,3127901,10098807,1
459011348: 20192540505,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,,09/11/2019 12:00:00 AM,-,-,MM208 IH 35 NB,-,-,-
179700764: 20192541397,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3,09/11/2019 12:00:00 AM,78741,23,2508 E RIVERSIDE DR,3120958,10059176,1
459758706: 20192541801,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,5,09/11/2019 12:00:00 AM,78704,-,W BEN WHITE BLVD SVRD WB / MANCHACA RD,3100344,10056714,1
216148009: 20192530081,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,09/10/2019 12:00:00 AM,78758,18.20,9008 GALEWOOD DR,3122071,10107022,1
459102165: 20192531396,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,5,09/10/2019 12:00:00 AM,78744,24.25,729 E SLAUGHTER LN,3104383,10031331,1
459130532: 20192530191,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,7,09/10/2019 12:00:00 AM,78758,18.45,11700 BLOCK N LAMAR BLVD,3131680,10114118,1
153217079: 20192530152,M,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3,09/10/2019 12:00:00 AM,78741,23.14,4711 E RIVERSIDE DR,3122172,10057740,1
384059982: 20192531641,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,5,09/10/2019 12:00:00 AM,78748,24.21,815 W SLAUGHTER LN,3095023,10035975,1
459672015: 20192530946,M,B,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,09/10/2019 12:00:00 AM,78723,21.13,3500 SUSQUEHANNA LN,3138359,10088015,1
459207329: 20192530200,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,4,09/10/2019 12:00:00 AM,78752,18,N IH 35 SVRD SB / E ANDERSON LN SVRD WB,3127002,10097039,1
459472132: 20192531018,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,6,09/10/2019 12:00:00 AM,78729,204.06,8601 ANDERSON MILL RD,3104773,10138700,2
216531947: 20192521913,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,7,09/09/2019 12:00:00 AM,78758,18.45,12113 METRIC BLVD,3127286,10120469,1
459698461: 20192520131,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,09/09/2019 12:00:00 AM,78753,-,607 THRUSH AVE,3134058,10111459,1
62129129: 20192520449,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,5,09/09/2019 12:00:00 AM,78748,24.23,900 W SLAUGHTER LN,3094679,10036118,1
8783730: 20192521443,F,H,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,5,09/09/2019 12:00:00 AM,78745,17.12,5400 ROSE HILL CIR,3098766,10051161,1
459848640: 20192510704,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,2,09/08/2019 12:00:00 AM,78747,24.26,8605 PANADERO DR,3114469,10028637,1
1232673: 20192510278,,,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/08/2019 12:00:00 AM,78701,11,300 E 6TH ST,3115154,10070604,1
459848329: 20192510234,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,9,09/08/2019 12:00:00 AM,78701,11,401 E 6TH ST,3115439,10070324,1
459848319: 20192510040,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/08/2019 12:00:00 AM,78701,11,300 E 6TH ST,3115154,10070604,1
1231334: 20192510234,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/08/2019 12:00:00 AM,78701,11,401 E 6TH ST,3115439,10070324,1
459537636: 20192510234,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/08/2019 12:00:00 AM,78701,11,401 E 6TH ST,3115439,10070324,1
167444767: 20192511823,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,4,09/08/2019 12:00:00 AM,78752,15,7114 N IH 35 SVRD SB,3125687,10094562,1
125305786: 20192511794,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,9,09/08/2019 12:00:00 AM,78701,11,700 RED RIVER ST,3116193,10070596,1
99549617: 20192510160,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,9,09/08/2019 12:00:00 AM,78701,11,E 5TH ST / SAN JACINTO BLVD,3114979,10070176,1
459849429: 20192510278,M,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,9,09/08/2019 12:00:00 AM,78701,11,300 E 6TH ST,3115154,10070604,1
459014485: 20192510188,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/08/2019 12:00:00 AM,78701,11,400 E 6TH ST,3115491,10070521,1
459867213: 20192510234,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/08/2019 12:00:00 AM,78701,11,401 E 6TH ST,3115439,10070324,1
314053772: 20192511442,M,W,PREPARATORY RESISTANCE,COMPLAINT OF INJURY/PAIN,5,09/08/2019 12:00:00 AM,78704,13,1600 TOOMEY RD,3108799,10069280,1
459662164: 20192510188,M,B,NOT RESISTANT,NO COMPLAINT OF INJURY/PAIN,9,09/08/2019 12:00:00 AM,78701,11,400 E 6TH ST,3115491,10070521,1
1232193: 20192510234,,,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,9,09/08/2019 12:00:00 AM,78701,11,401 E 6TH ST,3115439,10070324,1
384075902: 20192510570,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,09/08/2019 12:00:00 AM,78758,18.21,10214 RUTLAND VILLAGE WEST,3123494,10111540,1
458865161: 20192511324,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,4,09/08/2019 12:00:00 AM,78753,18,602 DEEN AVE,3127046,10102874,1
459654690: 20192500974,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,09/07/2019 12:00:00 AM,78702,9,2706 GONZALES ST,3124590,10068332,1
459848109: 20192500273,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,09/07/2019 12:00:00 AM,78701,11,310 E 5TH ST,3115140,10070194,1
1230475: 20192501815,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,09/07/2019 12:00:00 AM,78752,18,7522 N IH 35 SVRD SB,3125968,10096642,1
