Master Subject ID,Date Occurred,LOCATION,Subject Sex,APD Race,Subject Resistance,Subject Effects,X_COORDINATE,Y_COORDINATE,Council District,CENSUS_TRACT,COUNTY,Location 1
204147038: 20171331405,05/13/2017 12:00:00 AM,400 W 8TH ST,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3113381,10071787,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459596187: 20172811621,10/08/2017 12:00:00 AM,6913 CASTLEKEEP WAY,F,W,DEFENSIVE RESISTANCE,MINOR INJURY,3099928,10043708,2,24.24,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
459547896: 20172030734,07/22/2017 12:00:00 AM,1919 E RIVERSIDE DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3118882,10061227,3,23.16,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459130763: 2017300180,01/30/2017 12:00:00 AM,1030 NORWOOD PARK BLVD,M,B,empty hand active aggression,MINOR INJURY,3129996,10096983,4,18.13,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
459523308: 2017850255,03/26/2017 12:00:00 AM,700 BLOCK E 6TH ST,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116520,10070158,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459385813: 20171970875,07/16/2017 12:00:00 AM,2000 E BEN WHITE BLVD SVRD WB,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114248,10052063,3,23.07,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459514317: 2017661991,03/07/2017 12:00:00 AM,N IH 35 SVRD SB / E ST JOHNS AVE,M,H,empty hand defensive resistance,MINOR INJURY,3125833,10094628,4,15.03,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
459265751: 20171670235,06/16/2017 12:00:00 AM,5618 MANOR RD,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3133247,10084440,1,21.06,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
1108943: 20171541906,06/03/2017 12:00:00 AM,817 W 5TH ST,,,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3111069,10071226,9,12,TRAVIS COUNTY,"78703(30.291285, -97.763975)"
459249973: 2017760262,03/17/2017 12:00:00 AM,302 E 6TH ST,M,B,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3115180,10070609,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459229746: 20172150513,08/03/2017 12:00:00 AM,9844 QUAIL BLVD,M,H,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3126613,10108839,4,18.22,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
459425795: 20173011594,10/28/2017 12:00:00 AM,417 E 6TH ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115600,10070275,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459449676: 20173250101,11/21/2017 12:00:00 AM,600 S MOPAC EXPY NB,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3103951,10071104,8,19.1,TRAVIS COUNTY,"78746(30.293201, -97.80785)"
459596081: 20173611407,12/28/2017 12:00:00 AM,5906 WAGON BND,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3109410,10044069,2,24.12,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
459263544: 20172320649,08/20/2017 12:00:00 AM,613 CONGRESS AVE,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114500,10070899,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
165021040: 2017752026,03/16/2017 12:00:00 AM,5900 BLOCK HAMMERMILL RUN,M,H,NOT RESISTANT,MINOR INJURY,3113061,10042473,2,24.12,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
388956468: 20171960965,07/15/2017 12:00:00 AM,710 E BEN WHITE BLVD SVRD WB,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3110718,10052849,3,23.08,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
459596169: 20172810189,10/08/2017 12:00:00 AM,307 E 6TH ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115143,10070403,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459232057: 20171120983,04/22/2017 12:00:00 AM,305 COMAL ST,F,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3119207,10068157,3,9.02,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
308347691: 20171010705,04/11/2017 12:00:00 AM,600 BLOCK NECHES ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115785,10070494,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459525259: 2017861958,03/27/2017 12:00:00 AM,7101 EASY WIND DR,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3121161,10096635,7,15.04,TRAVIS COUNTY,"78757(30.349869, -97.732706)"
459556577: 20171680194,06/17/2017 12:00:00 AM,400 E 6TH ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459598554: 20173051048,11/01/2017 12:00:00 AM,8610 BOWLING GREEN DR,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3118506,10107327,7,18.18,TRAVIS COUNTY,"78757(30.349869, -97.732706)"
459580986: 20173121100,11/08/2017 12:00:00 AM,1115 RUTLAND DR,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3126574,10106918,4,18.19,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
314056254: 20173010061,10/28/2017 12:00:00 AM,200 BLOCK E 6TH ST,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3114822,10070669,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459512606: 20172610094,09/18/2017 12:00:00 AM,1700 BURTON DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3119262,10059823,3,23.16,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
51055501: 201711906,01/01/2017 12:00:00 AM,N PLEASANT VALLEY RD / PRADO ST,M,B,empty hand active aggression,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3125100,10068785,3,9.02,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
459184724: 2017752130,03/16/2017 12:00:00 AM,400 W 8TH ST,F,B,DEFENSIVE RESISTANCE,MINOR INJURY,3113381,10071787,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
318899448: 20172551039,09/12/2017 12:00:00 AM,9414 N LAMAR BLVD,M,W,DEFENSIVE RESISTANCE,SERIOUS INJURY,3127650,10106327,4,18.19,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
459486095: 201710751,01/01/2017 12:00:00 AM,1300 CROSSING PL,M,W,empty hand active aggression,MINOR INJURY,3123924,10059981,3,23.17,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459513721: 2017651336,03/06/2017 12:00:00 AM,500 E 7TH ST,M,B,empty hand active aggression,COMPLAINT OF INJURY/PAIN,3115951,10070759,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459479788: 2017621600,03/03/2017 12:00:00 AM,2000 GUADALUPE ST,M,W,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3114317,10076129,9,6.04,TRAVIS COUNTY,"78705(30.292467, -97.737978)"
213716527: 20172030161,07/22/2017 12:00:00 AM,409 E 6TH ST,M,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3115534,10070296,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459619628: 20173500198,12/16/2017 12:00:00 AM,300 E 6TH ST,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3115154,10070604,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
1132723: 20172250112,08/13/2017 12:00:00 AM,406 E 6TH ST,,,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115565,10070504,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
167533773: 2017461811,02/15/2017 12:00:00 AM,600 BLOCK SAN JACINTO BLVD,M,H,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3115110,10070699,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
5006589: 20172432002,08/31/2017 12:00:00 AM,6405 CIRCLE S RD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3104303,10044402,2,24.02,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
317993705: 20172300056,08/18/2017 12:00:00 AM,6118 FAIRWAY ST,M,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3127179,10056845,3,23.18,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
297009734: 20171541471,06/03/2017 12:00:00 AM,E BEN WHITE BLVD WB / E BEN WHITE WB TO S 35 SB RAMP,M,H,PASSIVE RESISTANCE,MINOR INJURY,3114761,10051914,3,24.11,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
90445330: 20171460222,05/26/2017 12:00:00 AM,NORTH CREEK DR / E RUNDBERG LN,F,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3129616,10104572,4,18.06,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
208210505: 2017131812,01/13/2017 12:00:00 AM,E ST JOHNS AVE / BENNETT AVE,M,B,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3127162,10093997,4,18.12,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
291580002: 201790169,01/09/2017 12:00:00 AM,N IH 35 SVRD NB / FLORES ST,F,W,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3116509,10065604,3,10,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
170134802: 201711530,01/01/2017 12:00:00 AM,1034 CLAYTON LN,F,B,verbal resistance/aggression,NO COMPLAINT OF INJURY/PAIN,3126341,10089763,1,21.05,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
458954776: 20171020941,04/12/2017 12:00:00 AM,615 W CRESTLAND DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3122576,10097408,4,18.04,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
459577038: 20173280833,11/24/2017 12:00:00 AM,5330 N IH 35 SVRD SB,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3124538,10087177,4,21.05,TRAVIS COUNTY,"78751(30.310564, -97.722213)"
459606860: 20173121638,11/08/2017 12:00:00 AM,440 E ST ELMO RD,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3108745,10051684,3,24.03,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
33099926: 20173421280,12/08/2017 12:00:00 AM,7300 BLOCK BENNETT AVE,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3127331,10094533,4,18.12,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
288690187: 2017440399,02/13/2017 12:00:00 AM,300 LAVACA ST,M,H,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3113231,10069993,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459546085: 20175020960,05/19/2017 12:00:00 AM,"1062 FERDINAND DR, SAN ANTONIO TX",M,W,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,,,,,,-
459484613: 2017840182,03/25/2017 12:00:00 AM,11600 N IH 35 SVRD SB,F,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3134860,10112728,7,18.24,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
459453002: 20171500023,05/30/2017 12:00:00 AM,1603 S CONGRESS AVE,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3112219,10063200,9,14.01,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
459550360: 20173621281,12/28/2017 12:00:00 AM,E 12TH ST / N IH 35 SVRD SB,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3117441,10072197,1,7,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459516288: 2017710142,03/12/2017 12:00:00 AM,300 E 6TH ST,F,B,passive resistance,NO COMPLAINT OF INJURY/PAIN,3115154,10070604,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
10626412: 20172330154,08/21/2017 12:00:00 AM,600 TRINITY ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115403,10070458,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
167969551: 20173490320,12/15/2017 12:00:00 AM,5007 LYNNWOOD ST,M,B,DEADLY RESISTANCE,SERIOUS INJURY,3114720,10090444,7,2.06,TRAVIS COUNTY,"78756(30.321553, -97.740236)"
459513072: 2017631662,03/04/2017 12:00:00 AM,208 BARTON SPRINGS RD,F,W,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3113104,10068038,9,13.05,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
459597991: 20172860149,10/13/2017 12:00:00 AM,E 6TH ST / TRINITY ST,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3115415,10070416,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459581764: 20172380144,08/26/2017 12:00:00 AM,401 E 6TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115439,10070324,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
337379787: 20172740271,10/01/2017 12:00:00 AM,400 E 7TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115569,10070773,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459164556: 20173371366,12/03/2017 12:00:00 AM,2900 S 1ST ST,F,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3108008,10059149,3,13.07,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
459607785: 20173551698,12/21/2017 12:00:00 AM,1747 E OLTORF ST,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3116325,10057704,3,23.07,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
32309848: 20173431152,12/09/2017 12:00:00 AM,1433 CORONADO HILLS DR,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3130629,10093075,4,18.11,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
458875416: 20172931419,10/20/2017 12:00:00 AM,7415 VINTAGE HILLS DR,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3137928,10090104,1,21.13,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
54984977: 20173460898,12/12/2017 12:00:00 AM,2508 E RIVERSIDE DR,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3120958,10059176,3,23.04,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459506013: 2017611273,03/02/2017 12:00:00 AM,500 E 7TH ST,M,B,empty hand defensive resistance,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115951,10070759,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459596173: 20175040303,10/08/2017 12:00:00 AM,2116 BARTON SPRINGS RD,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3106254,10069849,8,19.11,TRAVIS COUNTY,"78746(30.293201, -97.80785)"
181538157: 20172691260,09/26/2017 12:00:00 AM,2600 GUADALUPE ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114433,10079001,9,6.03,TRAVIS COUNTY,"78705(30.292467, -97.737978)"
217973955: 20172270660,08/15/2017 12:00:00 AM,700 E BEN WHITE BLVD WB,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3110833,10052875,3,23.08,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
458801578: 20171620265,06/11/2017 12:00:00 AM,E 6TH ST / SAN JACINTO BLVD,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115084,10070527,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
153160780: 20172911440,10/18/2017 12:00:00 AM,8005 GEORGIAN DR,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3125952,10099214,4,18.04,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
165086070: 20172930275,10/20/2017 12:00:00 AM,9010 GALEWOOD DR,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3122208,10107272,4,18.2,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
458919445: 20171771320,06/26/2017 12:00:00 AM,1920 E RIVERSIDE DR,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3119173,10061567,3,23.04,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459583480: 20172440182,09/01/2017 12:00:00 AM,300 BLOCK E 6TH ST,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3115154,10070604,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
305726953: 2017241545,01/24/2017 12:00:00 AM,8601 RESEARCH BLVD SVRD NB,M,B,empty hand defensive resistance,MINOR INJURY,3121691,10105147,4,18.05,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
17445412: 20172030540,07/22/2017 12:00:00 AM,5800 SWEENEY CIR,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3133829,10084623,1,21.07,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
206963074: 20171180110,04/28/2017 12:00:00 AM,600 E 7TH ST,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3116286,10070603,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459321814: 2017411562,02/10/2017 12:00:00 AM,519 E 7TH ST,F,B,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3116096,10070500,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459556678: 20171691499,06/18/2017 12:00:00 AM,3220 DUVAL RD,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3121304,10122803,7,18.29,TRAVIS COUNTY,"78759(30.40316, -97.753727)"
27263409: 20171011375,04/11/2017 12:00:00 AM,100 DENSON DR,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3122206,10092415,4,15.03,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
169345628: 20173150030,11/11/2017 12:00:00 AM,2010 E 9TH ST,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3121810,10069436,1,9.01,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
459499849: 20171120983,04/22/2017 12:00:00 AM,305 COMAL ST,M,H,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3119207,10068157,3,9.02,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
459407900: 20173570055,12/23/2017 12:00:00 AM,403 E 6TH ST,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115468,10070315,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
167515591: 20171811748,06/30/2017 12:00:00 AM,3121 PALM WAY,F,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3119999,10119681,7,18.49,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
339018009: 20172580086,09/15/2017 12:00:00 AM,8007 BURNET RD,M,W,DEADLY RESISTANCE,MINOR INJURY,3117652,10103771,7,18.18,TRAVIS COUNTY,"78757(30.349869, -97.732706)"
76087657: 20171470039,05/27/2017 12:00:00 AM,770 BLOCK E BRAKER LN,M,B,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3134160,10110973,7,18.24,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
458953410: 20172231277,08/11/2017 12:00:00 AM,819 WOODWARD ST,M,H,PASSIVE RESISTANCE,MINOR INJURY,3112136,10055095,3,23.08,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
61997589: 20173230937,11/19/2017 12:00:00 AM,5311 REGENCY DR,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3140419,10078796,1,22.08,TRAVIS COUNTY,"78724(30.295025, -97.622435)"
459619622: 20173500198,12/16/2017 12:00:00 AM,300 E 6TH ST,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3115154,10070604,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
292750181: 20172121342,07/31/2017 12:00:00 AM,2025 W BEN WHITE BLVD SVRD EB,M,W,PREPARATORY RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3099711,10056294,5,17.12,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
61538842: 2017931631,04/03/2017 12:00:00 AM,800 GUADALUPE ST,F,W,DEFENSIVE RESISTANCE,SERIOUS INJURY,3113348,10071887,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
172032653: 20171961362,07/15/2017 12:00:00 AM,E 6TH ST / TRINITY ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115415,10070416,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459491815: 2017191567,01/18/2017 12:00:00 AM,9701 STONELAKE BLVD,M,H,empty hand active aggression,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3114901,10114423,7,17.53,TRAVIS COUNTY,"78759(30.40316, -97.753727)"
17239897: 20173021663,10/29/2017 12:00:00 AM,4900 N IH 35 SVRD SB,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3123625,10085455,9,3.04,TRAVIS COUNTY,"78751(30.310564, -97.722213)"
459561524: 20171801398,06/29/2017 12:00:00 AM,7102 MILLRACE DR,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3141754,10086256,1,22.01,TRAVIS COUNTY,"78724(30.295025, -97.622435)"
5045693: 20173211732,11/17/2017 12:00:00 AM,13220 DEARBONNE DR,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3156097,10037973,2,24.33,TRAVIS COUNTY,"78617(30.157123, -97.611102)"
458925637: 20173490112,12/15/2017 12:00:00 AM,9200 NORTH PLZ,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3131540,10102640,4,18.13,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
184418961: 2017440062,02/13/2017 12:00:00 AM,200 BLOCK E 6TH ST,M,W,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3114822,10070669,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
458963306: 20172881488,10/15/2017 12:00:00 AM,5300 N CAPITAL OF TEXAS HWY SB,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3096703,10100508,10,19.12,TRAVIS COUNTY,"78746(30.293201, -97.80785)"
170067600: 2017130070,01/13/2017 12:00:00 AM,N LAMAR BLVD / PAYTON GIN RD,F,H,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3127016,10103640,4,18.06,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
17307789: 20172561181,09/13/2017 12:00:00 AM,7100 BENNETT AVE,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3127082,10093897,4,18.12,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
459280228: 2017401613,02/09/2017 12:00:00 AM,300 BLOCK E 6TH ST,M,W,passive resistance,COMPLAINT OF INJURY/PAIN,3115154,10070604,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459376377: 20172260944,08/14/2017 12:00:00 AM,5000 BLOCK CAPE VERDE CV,M,H,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115612,10043548,2,24.13,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
1147529: 20173531186,12/19/2017 12:00:00 AM,710 E BEN WHITE BLVD SVRD WB,,,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3110718,10052849,3,23.08,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
255070263: 20172121335,07/31/2017 12:00:00 AM,9971 QUAIL BLVD,F,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3126850,10108213,4,18.22,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
32179473: 2017170177,01/17/2017 12:00:00 AM,1228 ELEANOR ST,M,B,empty hand defensive resistance,MINOR INJURY,3133982,10074124,1,21.1,TRAVIS COUNTY,"78721(30.270568, -97.683892)"
459160780: 2017360801,02/05/2017 12:00:00 AM,400 BLOCK N IH 35 SVRD NB,F,B,empty hand defensive resistance,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3116876,10069357,3,9.02,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
191827062: 2017250151,01/25/2017 12:00:00 AM,1200 BLOCK W SLAUGHTER LN,F,H,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3092937,10036138,5,24.23,TRAVIS COUNTY,"78748(30.166107, -97.825259)"
356779297: 20171361671,05/16/2017 12:00:00 AM,1030 NORWOOD PARK BLVD,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3129996,10096983,4,18.13,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
314050024: 20176900506,09/18/2017 12:00:00 AM,2800 BLOCK ROGGE LN,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3133248,10084582,1,21.12,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
459449441: 20172710292,09/28/2017 12:00:00 AM,400 W CESAR CHAVEZ ST,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3112663,10069439,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
51315063: 2017611245,03/02/2017 12:00:00 AM,4404 W WILLIAM CANNON DR,M,W,empty hand defensive resistance,MINOR INJURY,3084154,10053896,8,17.49,TRAVIS COUNTY,"78749(30.213975, -97.859448)"
208341194: 20172211605,08/09/2017 12:00:00 AM,1800 PATTON LN,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3131193,10089536,1,21.12,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
313983351: 20171511822,05/31/2017 12:00:00 AM,W BEN WHITE BLVD SVRD EB / S 1ST ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3106183,10055329,3,13.07,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
156829271: 20172570086,09/14/2017 12:00:00 AM,9010 GALEWOOD DR,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3122208,10107272,4,18.2,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
459591915: 20172680346,09/25/2017 12:00:00 AM,6200 LIBYAN DR,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3098839,10048285,2,24.09,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
203949639: 20173531201,12/19/2017 12:00:00 AM,824 CAMINO LA COSTA,M,B,PASSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3126034,10093251,4,18.12,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
