Master Subject ID,Date Occurred,LOCATION,Subject Sex,APD Race,Subject Resistance,Subject Effects,X_COORDINATE,Y_COORDINATE,Council District,ZIP,CENSUS_TRACT,County
459419842: 20183011417,10/28/2018 12:00:00 AM,8801 S IH 35 SVRD NB,F,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3102585,10034201,2,78744,-,TRAVIS COUNTY
1184637: 20183010222,10/28/2018 12:00:00 AM,302 E 6TH ST,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115180,10070609,9,78701,-,TRAVIS COUNTY
203885455: 20183001773,10/27/2018 12:00:00 AM,809 TIRADO ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3124441,10091135,4,78752,15.03,TRAVIS COUNTY
459734509: 20183000218,10/27/2018 12:00:00 AM,E 6TH ST / NECHES ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115761,10070320,9,78701,-,TRAVIS COUNTY
187111432: 20183001825,10/27/2018 12:00:00 AM,407 E 6TH ST,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3115501,10070307,9,78701,-,TRAVIS COUNTY
317984641: 20183001738,10/27/2018 12:00:00 AM,600 BLOCK N IH 35 SVRD NB,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3117073,10070111,7,78753,-,TRAVIS COUNTY
459420096: 20183001458,10/27/2018 12:00:00 AM,2400 S CONGRESS AVE,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3110844,10059841,3,78704,-,TRAVIS COUNTY
9571613: 20183001597,10/27/2018 12:00:00 AM,213 W 4TH ST,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3113464,10070163,9,78701,11,TRAVIS COUNTY
95947637: 20183000825,10/27/2018 12:00:00 AM,2201 MONTOPOLIS DR,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3126801,10054469,3,78741,23.12,TRAVIS COUNTY
61541193: 20183001167,10/27/2018 12:00:00 AM,7111 GRAND CANYON DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3129116,10092808,4,78752,-,TRAVIS COUNTY
288753736: 20182991551,10/26/2018 12:00:00 AM,8221 N IH 35 SVRD NB,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3128555,10098998,4,78753,-,TRAVIS COUNTY
317653740: 20182990178,10/26/2018 12:00:00 AM,8312 N IH 35 SVRD SB,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3128227,10099667,4,78753,-,TRAVIS COUNTY
459752792: 20182991243,10/26/2018 12:00:00 AM,6800 WEST GATE BLVD,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3091727,10048807,5,78745,17.5,TRAVIS COUNTY
459195425: 20182990193,10/26/2018 12:00:00 AM,9061 RESEARCH BLVD SVRD NB,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3118443,10109473,7,78758,18.49,TRAVIS COUNTY
269684520: 20182992145,10/26/2018 12:00:00 AM,1500 RED RIVER ST,M,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3116901,10073857,1,78701,-,TRAVIS COUNTY
186855141: 20182991924,10/26/2018 12:00:00 AM,10601 MANCHACA RD,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3088090,10032467,5,78748,-,TRAVIS COUNTY
302409775: 20182981600,10/25/2018 12:00:00 AM,3600 S IH 35 NB,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3113022,10053894,3,78741,-,TRAVIS COUNTY
173933274: 20182981756,10/25/2018 12:00:00 AM,6103 MANOR RD,F,B,DEFENSIVE RESISTANCE,MINOR INJURY,3134407,10085593,1,78723,21.07,TRAVIS COUNTY
200737806: 20182981255,10/25/2018 12:00:00 AM,218 W 4TH ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3113420,10070348,9,78701,-,TRAVIS COUNTY
1183624: 20182981502,10/25/2018 12:00:00 AM,2508 E RIVERSIDE DR,,,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3120958,10059176,3,78741,-,TRAVIS COUNTY
459333185: 20182981658,10/25/2018 12:00:00 AM,11316 JOLLYVILLE RD,F,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3111438,10122706,10,78759,25,TRAVIS COUNTY
254676296: 20182980902,10/25/2018 12:00:00 AM,2124 BURTON DR,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3117532,10057630,3,78741,-,TRAVIS COUNTY
182587701: 20182971263,10/24/2018 12:00:00 AM,4911 S IH 35 SVRD NB,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3110342,10048148,2,78744,24.11,TRAVIS COUNTY
459733559: 20182971329,10/24/2018 12:00:00 AM,11000 PECAN PARK BLVD,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3093406,10142289,6,78613,203.18,WILLIAMSON COUNTY
318636405: 20182960817,10/23/2018 12:00:00 AM,9100 GALEWOOD DR,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,-,-,,-,-,
459426978: 20182961550,10/23/2018 12:00:00 AM,10616 MELLOW MEADOWS,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3094123,10140264,6,78750,-,WILLIAMSON COUNTY
305860567: 20182960121,10/23/2018 12:00:00 AM,69 RAINEY ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115672,10067140,9,78701,11,TRAVIS COUNTY
80937229: 20182961266,10/23/2018 12:00:00 AM,3412 S CONGRESS AVE,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3108904,10056485,3,78704,13.08,TRAVIS COUNTY
459725445: 20186900265,10/23/2018 12:00:00 AM,600 BLOCK E 11TH ST,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3116787,10071907,1,78701,11,TRAVIS COUNTY
459732735: 20182961039,10/23/2018 12:00:00 AM,500 E 7TH ST,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3115951,10070759,9,78701,-,TRAVIS COUNTY
459317441: 20182950161,10/22/2018 12:00:00 AM,S PLEASANT VALLEY RD / PALO BLANCO LN,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114343,10042682,2,78744,-,TRAVIS COUNTY
459175803: 20182951607,10/22/2018 12:00:00 AM,316 E 6TH ST,F,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115313,10070574,9,78701,-,TRAVIS COUNTY
458861771: 20182940319,10/21/2018 12:00:00 AM,1165 AIRPORT BLVD,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3128344,10073471,1,78721,-,TRAVIS COUNTY
1183970: 20182940256,10/21/2018 12:00:00 AM,700 BLOCK TRINITY ST,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115555,10070935,9,78701,11,TRAVIS COUNTY
459731874: 20182940166,10/21/2018 12:00:00 AM,500 E 6TH ST,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115840,10070419,9,78701,-,TRAVIS COUNTY
313985375: 20182940461,10/21/2018 12:00:00 AM,2105 JUSTIN LN,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115936,10098519,7,78757,15.05,TRAVIS COUNTY
459734272: 20182950163,10/21/2018 12:00:00 AM,2000 LIGHTSEY RD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3102679,10060902,5,78704,20.05,TRAVIS COUNTY
459708254: 20182940253,10/21/2018 12:00:00 AM,500 E 7TH ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115951,10070759,9,78701,-,TRAVIS COUNTY
459061676: 20182940225,10/21/2018 12:00:00 AM,EAST LESLIE CIR / TRACY LYNN LN,M,W,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3131995,10066648,3,78721,21.11,TRAVIS COUNTY
186790421: 20182930206,10/20/2018 12:00:00 AM,700 SAN JACINTO BLVD,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115130,10070956,9,78701,-,TRAVIS COUNTY
459591671: 20182930221,10/20/2018 12:00:00 AM,10000 N LAMAR BLVD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3128495,10107901,4,78758,18.22,TRAVIS COUNTY
1183968: 20182930196,10/20/2018 12:00:00 AM,E 6TH ST / SAN JACINTO BLVD,,,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115084,10070527,9,78701,-,TRAVIS COUNTY
186854259: 20182930196,10/20/2018 12:00:00 AM,E 6TH ST / SAN JACINTO BLVD,M,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3115084,10070527,9,78701,-,TRAVIS COUNTY
373691638: 20182931058,10/20/2018 12:00:00 AM,1142 NORTHWESTERN AVE,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3122580,10071429,1,78702,-,TRAVIS COUNTY
459479668: 20182911806,10/19/2018 12:00:00 AM,7100 N IH 35 SVRD SB,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3125614,10094452,4,78752,-,TRAVIS COUNTY
459731800: 20182921526,10/19/2018 12:00:00 AM,S CONGRESS AVE / E ELIZABETH ST,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3112222,10063741,9,78704,-,TRAVIS COUNTY
459731810: 20182921945,10/19/2018 12:00:00 AM,3400 WINDSOR RD,F,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3104785,10081886,10,78703,16.04,TRAVIS COUNTY
459509845: 20182920570,10/19/2018 12:00:00 AM,2607 S IH 35 SVRD NB,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114654,10056839,3,78741,-,TRAVIS COUNTY
459152872: 20182910103,10/18/2018 12:00:00 AM,919 E 32ND ST,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3119190,10079092,9,78705,-,TRAVIS COUNTY
459408752: 20182900814,10/17/2018 12:00:00 AM,3900 N IH 35 SVRD SB,M,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3121425,10081054,9,78751,-,TRAVIS COUNTY
459731202: 20182901143,10/17/2018 12:00:00 AM,12149 METRIC BLVD,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3127407,10121290,7,78758,18.45,TRAVIS COUNTY
180955792: 20182901070,10/17/2018 12:00:00 AM,7000 MANOR RD,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3138459,10087770,1,78723,21.13,TRAVIS COUNTY
167530286: 20182901797,10/17/2018 12:00:00 AM,200 BLOCK E 7TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115020,10070932,9,78701,-,TRAVIS COUNTY
459573198: 20182891751,10/16/2018 12:00:00 AM,4508 N IH 35 SVRD SB,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3122727,10083822,9,78751,-,TRAVIS COUNTY
459729987: 20182891618,10/16/2018 12:00:00 AM,10500 N LAMAR BLVD,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3129679,10109661,4,78758,-,TRAVIS COUNTY
458806077: 20182891390,10/16/2018 12:00:00 AM,5800 CAMERON RD,F,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3127016,10088627,4,78723,21.05,TRAVIS COUNTY
219274099: 20182881598,10/15/2018 12:00:00 AM,5802 COUGAR DR,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3101113,10048533,2,78745,24.1,TRAVIS COUNTY
459729041: 20182880126,10/15/2018 12:00:00 AM,2005 WILLOW CREEK DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3119100,10057764,3,78741,23.16,TRAVIS COUNTY
459290149: 20182881704,10/15/2018 12:00:00 AM,9500 S IH 35 SVRD SB,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3099306,10032153,5,78748,-,TRAVIS COUNTY
318020632: 20182881458,10/15/2018 12:00:00 AM,717 E 7TH ST,F,W,DEADLY RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3116761,10070297,9,78701,-,TRAVIS COUNTY
459728663: 20185040969,10/14/2018 12:00:00 AM,2100 BARTON SPRINGS RD,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3106393,10070460,8,78746,-,TRAVIS COUNTY
459166428: 20182871561,10/14/2018 12:00:00 AM,CAMP CRAFT RD / ALLEN RD,F,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3091088,10072126,8,78746,19.1,TRAVIS COUNTY
459728629: 20182870185,10/14/2018 12:00:00 AM,400 BLOCK E 6TH ST,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,78701,-,TRAVIS COUNTY
459729215: 20185040981,10/14/2018 12:00:00 AM,2100 BARTON SPRINGS RD,F,W,PASSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3106393,10070460,8,78746,-,TRAVIS COUNTY
1181620: 20182870286,10/14/2018 12:00:00 AM,400 BLOCK E 7TH ST,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115701,10070731,9,78701,-,TRAVIS COUNTY
178520461: 20182870232,10/14/2018 12:00:00 AM,8500 SHENANDOAH DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3129882,10099869,4,78753,18.13,TRAVIS COUNTY
33555009: 20182860622,10/13/2018 12:00:00 AM,6375 E US 290 HWY SVRD EB,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3128215,10090257,1,78723,-,TRAVIS COUNTY
459728529: 20182860195,10/13/2018 12:00:00 AM,400 BLOCK E 6TH ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,78701,-,TRAVIS COUNTY
459728533: 20182852084,10/13/2018 12:00:00 AM,501 E 6TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115783,10070219,9,78701,-,TRAVIS COUNTY
174852431: 20182861069,10/13/2018 12:00:00 AM,1708 RAVEN DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3132498,10092540,1,78752,-,TRAVIS COUNTY
302385548: 20182861225,10/13/2018 12:00:00 AM,1700 BLOCK NELMS DR,M,H,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3107568,10043382,2,78744,24.19,TRAVIS COUNTY
51255420: 20182861217,10/13/2018 12:00:00 AM,W WILLIAM CANNON DR / S 1ST ST,M,W,DEADLY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3100694,10044621,2,78745,-,TRAVIS COUNTY
185338932: 20182861044,10/13/2018 12:00:00 AM,9300 S IH 35 SVRD SB,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3100423,10033116,5,78748,-,TRAVIS COUNTY
459728611: 20182861031,10/13/2018 12:00:00 AM,4323 S IH 35 SVRD NB,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3111631,10050167,2,78744,-,TRAVIS COUNTY
459728543: 20182860461,10/13/2018 12:00:00 AM,400 BLOCK N IH 35 SB,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3116618,10069141,9,78701,11,TRAVIS COUNTY
371196421: 20182860128,10/13/2018 12:00:00 AM,5501 N IH 35 SVRD NB,M,W,PASSIVE RESISTANCE,MINOR INJURY,3125612,10088384,4,78723,-,TRAVIS COUNTY
459728506: 20185040795,10/12/2018 12:00:00 AM,2100 BARTON SPRINGS RD,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3106393,10070460,8,78746,-,TRAVIS COUNTY
1181180: 20182850175,10/12/2018 12:00:00 AM,700 W 6TH ST,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3112122,10071481,9,78701,-,TRAVIS COUNTY
459644347: 20182852147,10/12/2018 12:00:00 AM,400 E 6TH ST,F,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115491,10070521,9,78701,-,TRAVIS COUNTY
459728513: 20185040797,10/12/2018 12:00:00 AM,2100 BARTON SPRINGS RD,F,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3106393,10070460,8,78746,-,TRAVIS COUNTY
1181179: 20182850175,10/12/2018 12:00:00 AM,700 W 6TH ST,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3112122,10071481,9,78701,-,TRAVIS COUNTY
459022237: 20182852147,10/12/2018 12:00:00 AM,400 E 6TH ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,78701,-,TRAVIS COUNTY
459728434: 20182850175,10/12/2018 12:00:00 AM,700 W 6TH ST,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3112122,10071481,9,78701,-,TRAVIS COUNTY
459728350: 20182850175,10/12/2018 12:00:00 AM,700 W 6TH ST,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3112122,10071481,9,78701,-,TRAVIS COUNTY
459666066: 20182850235,10/12/2018 12:00:00 AM,2200 S PLEASANT VALLEY RD,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3119912,10057599,3,78741,-,TRAVIS COUNTY
5007352: 20185040827,10/12/2018 12:00:00 AM,2100 BARTON SPRINGS RD,F,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3106393,10070460,8,78746,-,TRAVIS COUNTY
459485981: 20185040798,10/12/2018 12:00:00 AM,2100 BARTON SPRINGS RD,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3106393,10070460,8,78746,-,TRAVIS COUNTY
458811014: 20182851182,10/12/2018 12:00:00 AM,1700 TEXAS 71,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,-,-,,-,-,
133498060: 20185040829,10/12/2018 12:00:00 AM,2100 BARTON SPRINGS RD,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3106393,10070460,8,78746,-,TRAVIS COUNTY
459728351: 20182850175,10/12/2018 12:00:00 AM,700 W 6TH ST,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3112122,10071481,9,78701,-,TRAVIS COUNTY
183108418: 20182841094,10/11/2018 12:00:00 AM,E 6TH ST / BRUSHY ST,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3117250,10069862,3,78702,-,TRAVIS COUNTY
94896564: 20182830505,10/10/2018 12:00:00 AM,3302 NORTHEAST DR,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3136751,10086192,1,78723,-,TRAVIS COUNTY
208208747: 20182831400,10/10/2018 12:00:00 AM,6103 MANOR RD,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3134407,10085593,1,78723,-,TRAVIS COUNTY
334823985: 20182830695,10/10/2018 12:00:00 AM,1000 COLLINWOOD WEST DR,F,W,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3135163,10108729,1,78753,-,TRAVIS COUNTY
317986702: 20182821906,10/10/2018 12:00:00 AM,W BRAKER LN / N LAMAR BLVD,F,B,DEFENSIVE RESISTANCE,MINOR INJURY,3131136,10112573,4,78753,-,TRAVIS COUNTY
459727824: 20182831230,10/10/2018 12:00:00 AM,1407 W STASSNEY LN,F,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3099331,10049879,2,78745,-,TRAVIS COUNTY
242352692: 20182831543,10/10/2018 12:00:00 AM,1100 BLOCK AIRPORT BLVD,M,B,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3129519,10069207,3,78702,-,TRAVIS COUNTY
459727753: 20182831535,10/10/2018 12:00:00 AM,3201 DUVAL RD,F,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3120715,10122330,7,78759,18.49,TRAVIS COUNTY
318905491: 20182821062,10/09/2018 12:00:00 AM,5003 E 7TH ST,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3128517,10065848,3,78702,21.11,TRAVIS COUNTY
459349339: 20182820036,10/09/2018 12:00:00 AM,6024 NELSON OAKS DR,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3150419,10077587,1,78724,22.11,TRAVIS COUNTY
459672909: 20182820543,10/09/2018 12:00:00 AM,E 7TH ST / RED RIVER ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116207,10070556,9,78701,-,TRAVIS COUNTY
459545853: 20182820806,10/09/2018 12:00:00 AM,400 E 5TH ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115356,10070087,9,78701,-,TRAVIS COUNTY
203884403: 20182821628,10/09/2018 12:00:00 AM,SPRINGDALE RD / AIRPORT BLVD,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3129259,10070211,3,78721,-,TRAVIS COUNTY
12850853: 20182820185,10/09/2018 12:00:00 AM,3100 EVA ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3147167,10048583,2,78617,-,TRAVIS COUNTY
459627040: 20186900275,10/09/2018 12:00:00 AM,6010 E RIVERSIDE DR,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3126195,10055989,3,78741,-,TRAVIS COUNTY
459480036: 20186900276,10/09/2018 12:00:00 AM,2410 E RIVERSIDE DR,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3120441,10059515,3,78741,-,TRAVIS COUNTY
56492707: 20182801643,10/08/2018 12:00:00 AM,13400 N SH 45 W EB,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3098045,10144134,6,78717,203.11,WILLIAMSON COUNTY
459726303: 20182810109,10/08/2018 12:00:00 AM,317 E 6TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115265,10070399,9,78701,-,TRAVIS COUNTY
367200106: 20182811847,10/08/2018 12:00:00 AM,4704 LAMBS LN,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3111817,10038673,2,78744,-,TRAVIS COUNTY
459302195: 20182811523,10/08/2018 12:00:00 AM,2101 S LAMAR BLVD,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3105798,10063072,5,78704,-,TRAVIS COUNTY
458952073: 20182810490,10/08/2018 12:00:00 AM,1165 AIRPORT BLVD,M,A,AGGRESSIVE RESISTANCE,MINOR INJURY,3128344,10073471,1,78721,-,TRAVIS COUNTY
459675045: 20185039844,10/07/2018 12:00:00 AM,2100 BARTON SPRINGS RD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3106393,10070460,8,78746,-,TRAVIS COUNTY
459726626: 20182800378,10/07/2018 12:00:00 AM,3901 AGAPE LN,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3083065,10067642,8,78735,19.14,TRAVIS COUNTY
373697653: 20182801160,10/07/2018 12:00:00 AM,MONARCH DR / MANCHACA RD,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3089874,10036688,5,78748,-,TRAVIS COUNTY
191830864: 20182791818,10/06/2018 12:00:00 AM,11331 N LAMAR BLVD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3131622,10112676,7,78753,-,TRAVIS COUNTY
458973416: 20182790434,10/06/2018 12:00:00 AM,401 CHAPARRAL RD,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3104248,10041268,2,78745,24.22,TRAVIS COUNTY
459726919: 20182790173,10/06/2018 12:00:00 AM,E 7TH ST / NECHES ST,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3115857,10070656,9,78701,-,TRAVIS COUNTY
459370382: 20182791650,10/06/2018 12:00:00 AM,302 E 6TH ST,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115180,10070609,9,78701,-,TRAVIS COUNTY
459726920: 20182790173,10/06/2018 12:00:00 AM,E 7TH ST / NECHES ST,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3115857,10070656,9,78701,-,TRAVIS COUNTY
459072672: 20182791383,10/06/2018 12:00:00 AM,10930 OLD MANCHACA RD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3088851,10031341,5,78748,17.48,TRAVIS COUNTY
190251268: 20182791602,10/06/2018 12:00:00 AM,ONION CREEK PKWY / S IH 35 SVRD SB,F,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3098069,10022726,5,78748,-,TRAVIS COUNTY
64880911: 20182780402,10/05/2018 12:00:00 AM,6700 N LAMAR BLVD,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3120777,10095364,7,78757,15.05,TRAVIS COUNTY
135397948: 20182781693,10/05/2018 12:00:00 AM,6806 SHADYWOOD DR,M,H,DEADLY RESISTANCE,SERIOUS INJURY,3101463,10043443,2,78745,24.22,TRAVIS COUNTY
153218835: 20182781875,10/05/2018 12:00:00 AM,2707 COLLINS CREEK DR,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3118665,10055322,3,78741,23.13,TRAVIS COUNTY
458928747: 20182781875,10/05/2018 12:00:00 AM,2707 COLLINS CREEK DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3118665,10055322,3,78741,23.13,TRAVIS COUNTY
458897610: 20182781875,10/05/2018 12:00:00 AM,2707 COLLINS CREEK DR,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3118665,10055322,3,78741,23.13,TRAVIS COUNTY
71570203: 20182781484,10/05/2018 12:00:00 AM,2500 BURLESON RD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116823,10056480,3,78741,23.07,TRAVIS COUNTY
459282539: 20182781875,10/05/2018 12:00:00 AM,2707 COLLINS CREEK DR,M,H,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3118665,10055322,3,78741,23.13,TRAVIS COUNTY
459725876: 20182771666,10/04/2018 12:00:00 AM,PARKER LN / E OLTORF ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116482,10057798,3,78741,-,TRAVIS COUNTY
